paper_id,attempt,page_count,extraction_status,normalized_text_chars,normalized_text_sha256,ocr_required_pages,ocr_completed_pages,ocr_failed_pages
CUMCM-2014-A-006,PRIMARY,1,PASS,79,B584E8866BA58FEFB924C11A5A1532210AA8D74735964E4346DC0005921C16B7,0,0,0
CUMCM-2014-A-006,VALIDATION,1,PASS,79,B584E8866BA58FEFB924C11A5A1532210AA8D74735964E4346DC0005921C16B7,0,0,0
CUMCM-2011-C-002,PRIMARY,42,PASS,35528,3EDB1F6E4EDACC5F864FC661025354F4B529B44B5C1FD412BE69EC69CA1939E7,0,0,0
CUMCM-2011-C-002,VALIDATION,42,PASS,35528,3EDB1F6E4EDACC5F864FC661025354F4B529B44B5C1FD412BE69EC69CA1939E7,0,0,0
CUMCM-2013-D-001,PRIMARY,81,PASS,96750,744D46615498B729572264F9927F31F4795482025DC2B79B9F7AF0A7C4BCB19F,0,0,0
CUMCM-2013-D-001,VALIDATION,81,PASS,96750,744D46615498B729572264F9927F31F4795482025DC2B79B9F7AF0A7C4BCB19F,0,0,0
