paper_id,source_path,source_sha256_before,source_sha256_after,source_format,converter,word_version,word_build,conversion_method,conversion_timestamp,derivative_path,derivative_sha256,derivative_size,derivative_page_count,conversion_status
CUMCM-2014-A-006,2014年数学建模国赛真题+优秀论文/2014优秀论文/2014A：嫦娥三号软着陆轨道设计与控制策略 (3)/关于椭圆参数的计算.doc,A4C7CFEE735094C488EFB5007EF2084771748487B29765E20C39E78296A915F6,A4C7CFEE735094C488EFB5007EF2084771748487B29765E20C39E78296A915F6,legacy_binary_doc_ole,NOT_ATTEMPTED,16.0.20228.20190,16.0.20228.20190,NOT_ATTEMPTED_WORD_COM_UNAVAILABLE,,,,,,BLOCKED_WORD_COM_UNAVAILABLE
CUMCM-2011-C-002,2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011C：企业退休职工养老金制度的改革 (1).doc,21E5912D27E48F0BBEB0E1044BF30F185FBAB2133945529F106449296C10653F,21E5912D27E48F0BBEB0E1044BF30F185FBAB2133945529F106449296C10653F,legacy_binary_doc_ole,NOT_ATTEMPTED,16.0.20228.20190,16.0.20228.20190,NOT_ATTEMPTED_WORD_COM_UNAVAILABLE,,,,,,BLOCKED_WORD_COM_UNAVAILABLE
CUMCM-2013-D-001,2013年数学建模国赛真题+优秀论文/2013D：城市公共自行车服务系统运行状况和效率分析/论文.doc,955CC7179247EDA8AD6EBB74CFD1233D514D9F80A809B0C2EB244BEACABAFDEA,955CC7179247EDA8AD6EBB74CFD1233D514D9F80A809B0C2EB244BEACABAFDEA,legacy_binary_doc_ole,NOT_ATTEMPTED,16.0.20228.20190,16.0.20228.20190,NOT_ATTEMPTED_WORD_COM_UNAVAILABLE,,,,,,BLOCKED_WORD_COM_UNAVAILABLE
