paper_id,page_number,source_sha_status,page_hash_status,authoritative_page_hash_status,page_provenance_status,page_classification_status,page_quality_status,ocr_provenance_status,old_sanity_status,new_sanity_status,binary_matrix_pass,rule_id,sanity_status_changed,reason,render_evidence_status
CUMCM-1992-A-004,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1992-A-004,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1992-A-004,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1993-B-002,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1993-B-002,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1993-B-002,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1993-B-002,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1993-B-002,5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1993-B-002,6,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1993-B-002,7,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1993-B-002,8,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1993-B-002,9,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1993-B-003,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1993-B-003,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-001,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-001,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-001,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-001,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-001,5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-001,6,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-001,7,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-001,8,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-001,9,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-002,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-002,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-002,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-002,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-003,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-003,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-003,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-003,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-003,5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-003,6,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-004,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-004,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-005,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-005,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-005,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-006,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-006,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-006,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-006,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-006,5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-007,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-007,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-008,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-A-008,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-001,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-001,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-002,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-002,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-002,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-003,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-003,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-003,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-004,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-004,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-004,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-005,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-005,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-005,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-005,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-006,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-006,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-006,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-006,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-006,5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-007,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-007,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-007,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-007,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-007,5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-007,6,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-007,7,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-007,8,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-007,9,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1995-B-007,10,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-001,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-001,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-001,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-001,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-001,5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-001,6,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-001,7,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-001,8,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-002,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-002,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-002,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-002,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-002,5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-002,6,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-002,7,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-003,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-003,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-003,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-003,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-004,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-004,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-004,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-004,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-005,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-005,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-005,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-005,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-005,5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-005,6,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-005,7,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-005,8,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-006,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-006,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-006,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-006,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-006,5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-006,6,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-007,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-007,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-007,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-008,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-008,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-008,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-A-008,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-B-002,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-B-002,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-B-002,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-B-002,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-B-002,5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-B-004,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-B-004,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-B-004,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-B-004,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1996-B-004,5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-001,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-001,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-001,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-001,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-002,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-002,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-002,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-002,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-002,5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-003,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-003,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-003,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-003,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-003,5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-004,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-004,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-004,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-004,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-004,5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-004,6,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-005,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-005,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-005,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-005,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-005,5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-005,6,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-005,7,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-005,8,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-006,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-006,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-006,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-006,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-007,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-007,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-007,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-A-007,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-B-001,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-B-001,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-B-001,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-B-002,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-B-002,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-B-002,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-B-002,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-B-002,5,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-B-002,6,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-B-003,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-B-003,2,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-B-003,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
CUMCM-1997-B-003,4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,NONE,0,NO_STATUS_CHANGE,PASS
