paper_id,source_sha256,old_manifest_status,old_normalized_body_sha256,replacement_char_count,replacement_char_ratio,image_placeholder_count,quality_gate_old,quality_gate_new,invalidation_reason,original_directory,quarantine_directory
CUMCM-1993-B-003,AFF2C1645AB44D6097DE16F85704F2D07346E4FF157AC584D41C867DF3124328,COMPLETE_VALID,F580CAE5DE03743B94F86B0E4053C6F0B33D0C957F7A8D4380B2C2A9D3E0828E,20,0.202020,6,PASS,FAIL,TEXT_LAYER_ENCODING_QUALITY_GAP,catalog/scale/g8_q3_pilot_extraction/CUMCM-1993-B-003,catalog/scale/g8_q3_pilot_extraction_quarantine/text_layer_quality_gap_v1/CUMCM-1993-B-003
CUMCM-1995-A-004,F90548C6E551AD3E7FB109104E3BC273179F074F853694472E6CB62920A8C65D,COMPLETE_VALID,F580CAE5DE03743B94F86B0E4053C6F0B33D0C957F7A8D4380B2C2A9D3E0828E,20,0.202020,6,PASS,FAIL,TEXT_LAYER_ENCODING_QUALITY_GAP,catalog/scale/g8_q3_pilot_extraction/CUMCM-1995-A-004,catalog/scale/g8_q3_pilot_extraction_quarantine/text_layer_quality_gap_v1/CUMCM-1995-A-004
CUMCM-1995-A-007,54A11CF48AE68C35804EF9F44320C3EA2CCBD828CFE8B8946DFDE07C2D87A75E,COMPLETE_VALID,F580CAE5DE03743B94F86B0E4053C6F0B33D0C957F7A8D4380B2C2A9D3E0828E,20,0.202020,6,PASS,FAIL,TEXT_LAYER_ENCODING_QUALITY_GAP,catalog/scale/g8_q3_pilot_extraction/CUMCM-1995-A-007,catalog/scale/g8_q3_pilot_extraction_quarantine/text_layer_quality_gap_v1/CUMCM-1995-A-007
