source_attempt_id,diagnostic_attempt_id,paper_id,page_number,original_phase,corrected_logical_phase,original_timeout_seconds,original_duration_ms,original_child_pid,original_exit_code,original_timed_out,original_cleanup_attempted,original_cleanup_success,original_stdout_bytes,original_stderr_bytes,original_stderr_tail,render_width,render_height,render_pixel_count,render_file_size,render_sha256,successful_ocr_child_count,successful_ocr_page_count,ocr_duration_min_ms,ocr_duration_median_ms,ocr_duration_p90_ms,ocr_duration_p95_ms,ocr_duration_p99_ms,ocr_duration_max_ms,ocr_duration_ge_120s_count,ocr_duration_ge_150s_count,ocr_duration_ge_170s_count,diagnostic_attempt_number,diagnostic_timeout_seconds,diagnostic_status,diagnostic_duration_ms,ocr_text_chars,ocr_text_sha256,ocr_quality_status,timeout_reproduced,diagnostic_conclusion
20260902T115802455758_405d9fa9,NOT_RUN,CUMCM-2020-B-002,UNRESOLVED,PHASE_4_PAGE_AUDIT,PHASE_6_SELECTIVE_PAGE_OCR,180,180078,53164,1,1,1,1,0,0,,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,4,141,3653,4121,166498,166498,166498,166498,1,1,0,0,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_RUN,NOT_DETERMINED,BLOCKED_TIMEOUT_PAGE_UNRESOLVED_ORIGINAL_OCR_BATCH_NOT_PAGE_SCOPED
