paper_id,page_number,source_sha256,pdf_inspector_quality,poppler_quality,repair_overlay,render_dpi,render_sha256,ocr_engine,ocr_engine_version,ocr_languages,ocr_text_chars,ocr_text_sha256,replacement_char_count,replacement_char_ratio,control_char_count,control_char_ratio,printable_char_ratio,alphanumeric_cjk_ratio,repeated_symbol_run_count,ocr_quality_status,recommended_authoritative_route
CUMCM-1993-B-003,1,AFF2C1645AB44D6097DE16F85704F2D07346E4FF157AC584D41C867DF3124328,CORRUPT_ENCODING,LOW_INFORMATION,TEXT_LAYER_CORRUPT_ENCODING,150,BBE9983427471B42B6EE430DA8AD638AD550C2771FD17AA9FE66359C42226010,tesseract.js,7.0.0,chi_sim+eng,1411,4C75B7B1D105C1C0153F7BC5BB6F6D86CB2F26E88BE777ECBBAF26B3C1FCC281,0,0,0,0,1,0.531538,0,USABLE,OCR
CUMCM-1993-B-003,2,AFF2C1645AB44D6097DE16F85704F2D07346E4FF157AC584D41C867DF3124328,CORRUPT_ENCODING,LOW_INFORMATION,TEXT_LAYER_CORRUPT_ENCODING,150,6FB41A4E52DBCA405BCC377DE1394CEC6B0C451A50FE141312394F211F75A036D,tesseract.js,7.0.0,chi_sim+eng,1251,B634818106C0BEC861EA0F1208840173DD276FB1C729E0DF124273C05E058214,0,0,0,0,1,0.515588,0,USABLE,OCR
CUMCM-1995-A-004,1,F90548C6E551AD3E7FB109104E3BC273179F074F853694472E6CB62920A8C65D,CORRUPT_ENCODING,LOW_INFORMATION,TEXT_LAYER_CORRUPT_ENCODING,150,CBD32340980F75536DF9D36E105562F394182946FD7E99E7A0E564A63614E1C1,tesseract.js,7.0.0,chi_sim+eng,1211,1B503B6CC08DDF849B09F3F8B9E0FE2058E621A7DA22D20E14CCCD283C23BF8C,0,0,0,0,1,0.518579,0,USABLE,OCR
CUMCM-1995-A-004,2,F90548C6E551AD3E7FB109104E3BC273179F074F853694472E6CB62920A8C65D,CORRUPT_ENCODING,LOW_INFORMATION,TEXT_LAYER_CORRUPT_ENCODING,150,A6C397ABAE2BF40CFF244A9A7D353370941A552CA987863AE4F6651D2ED39DC9,tesseract.js,7.0.0,chi_sim+eng,1698,29475D23DD8ED9BC7C6B0242EA4F8D90F6993352242BC5F0B674C85A368B968C1,0,0,0,0,1,0.530035,0,USABLE,OCR
CUMCM-1995-A-007,1,54A11CF48AE68C35804EF9F44320C3EA2CCBD828CFE8B8946DFDE07C2D87A75E,CORRUPT_ENCODING,LOW_INFORMATION,TEXT_LAYER_CORRUPT_ENCODING,150,45F189856729FDED4FDFA63276625FEFF6CFE38FCB8AF70036348EE556FD6691,tesseract.js,7.0.0,chi_sim+eng,1076,92CAFD1EB893C61899FEF2A096AD69E04E90EE8615C8A8140641ECB05F899E30,0,0,0,0,1,0.531598,0,USABLE,OCR
CUMCM-1995-A-007,2,54A11CF48AE68C35804EF9F44320C3EA2CCBD828CFE8B8946DFDE07C2D87A75E,CORRUPT_ENCODING,LOW_INFORMATION,TEXT_LAYER_CORRUPT_ENCODING,150,A4AADEF2D4FD255799FFFFE2B7ECC68058A285BD5F8DDFAF007D0B4F0D5BCED39,tesseract.js,7.0.0,chi_sim+eng,990,920F6860CAA370DFED3F893E373A1F22CA5B99C847C0EF6A60CED3C8AB0E74C7,0,0,0,0,1,0.518182,0,USABLE,OCR
