paper_id,sequence_number,status,error_code,stage_path,canonical_path,staged_primary_artifact_count,stage_structure_status,stage_hash_status,identity_binding_status,provenance_status,source_body_binding_status,duplicate_id_status,duplicate_path_status,promoted,post_promotion_status,registry_registered,started_at,finished_at
CUMCM-2007-B-005,78,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2007-B-005,derived/scale/papers/CUMCM-2007-B-005,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:35.708+00:00,2026-09-03T07:15:37.910+00:00
CUMCM-2007-B-007,79,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2007-B-007,derived/scale/papers/CUMCM-2007-B-007,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:35.732+00:00,2026-09-03T07:15:37.920+00:00
CUMCM-2007-B-010,80,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2007-B-010,derived/scale/papers/CUMCM-2007-B-010,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:35.759+00:00,2026-09-03T07:15:37.931+00:00
CUMCM-2007-C-001,81,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2007-C-001,derived/scale/papers/CUMCM-2007-C-001,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:35.785+00:00,2026-09-03T07:15:37.941+00:00
CUMCM-2007-C-002,82,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2007-C-002,derived/scale/papers/CUMCM-2007-C-002,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:35.811+00:00,2026-09-03T07:15:37.951+00:00
CUMCM-2007-C-003,83,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2007-C-003,derived/scale/papers/CUMCM-2007-C-003,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:35.836+00:00,2026-09-03T07:15:37.961+00:00
CUMCM-2007-D-001,84,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2007-D-001,derived/scale/papers/CUMCM-2007-D-001,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:35.861+00:00,2026-09-03T07:15:37.973+00:00
CUMCM-2007-D-002,85,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2007-D-002,derived/scale/papers/CUMCM-2007-D-002,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:35.891+00:00,2026-09-03T07:15:37.983+00:00
CUMCM-2008-A-001,86,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2008-A-001,derived/scale/papers/CUMCM-2008-A-001,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:35.919+00:00,2026-09-03T07:15:37.994+00:00
CUMCM-2008-A-005,87,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2008-A-005,derived/scale/papers/CUMCM-2008-A-005,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:35.945+00:00,2026-09-03T07:15:38.004+00:00
CUMCM-2008-A-006,88,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2008-A-006,derived/scale/papers/CUMCM-2008-A-006,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:35.969+00:00,2026-09-03T07:15:38.014+00:00
CUMCM-2009-C-001,89,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2009-C-001,derived/scale/papers/CUMCM-2009-C-001,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:35.995+00:00,2026-09-03T07:15:38.025+00:00
CUMCM-2009-C-002,90,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2009-C-002,derived/scale/papers/CUMCM-2009-C-002,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.021+00:00,2026-09-03T07:15:38.035+00:00
CUMCM-2009-C-003,91,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2009-C-003,derived/scale/papers/CUMCM-2009-C-003,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.046+00:00,2026-09-03T07:15:38.046+00:00
CUMCM-2009-C-004,92,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2009-C-004,derived/scale/papers/CUMCM-2009-C-004,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.075+00:00,2026-09-03T07:15:38.056+00:00
CUMCM-2009-C-006,93,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2009-C-006,derived/scale/papers/CUMCM-2009-C-006,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.100+00:00,2026-09-03T07:15:38.067+00:00
CUMCM-2009-D-002,94,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2009-D-002,derived/scale/papers/CUMCM-2009-D-002,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.125+00:00,2026-09-03T07:15:38.077+00:00
CUMCM-2009-D-003,95,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2009-D-003,derived/scale/papers/CUMCM-2009-D-003,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.151+00:00,2026-09-03T07:15:38.087+00:00
CUMCM-2009-D-004,96,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2009-D-004,derived/scale/papers/CUMCM-2009-D-004,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.179+00:00,2026-09-03T07:15:38.097+00:00
CUMCM-2009-D-005,97,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2009-D-005,derived/scale/papers/CUMCM-2009-D-005,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.206+00:00,2026-09-03T07:15:38.107+00:00
CUMCM-2010-A-001,98,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2010-A-001,derived/scale/papers/CUMCM-2010-A-001,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.232+00:00,2026-09-03T07:15:38.118+00:00
CUMCM-2010-A-005,99,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2010-A-005,derived/scale/papers/CUMCM-2010-A-005,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.258+00:00,2026-09-03T07:15:38.128+00:00
CUMCM-2010-A-006,100,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2010-A-006,derived/scale/papers/CUMCM-2010-A-006,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.285+00:00,2026-09-03T07:15:38.140+00:00
CUMCM-2010-B-001,101,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2010-B-001,derived/scale/papers/CUMCM-2010-B-001,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.312+00:00,2026-09-03T07:15:38.151+00:00
CUMCM-2010-C-003,102,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2010-C-003,derived/scale/papers/CUMCM-2010-C-003,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.340+00:00,2026-09-03T07:15:38.161+00:00
CUMCM-2010-D-001,103,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2010-D-001,derived/scale/papers/CUMCM-2010-D-001,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.366+00:00,2026-09-03T07:15:38.172+00:00
CUMCM-2019-A-002,104,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2019-A-002,derived/scale/papers/CUMCM-2019-A-002,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.392+00:00,2026-09-03T07:15:38.182+00:00
CUMCM-2019-A-003,105,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2019-A-003,derived/scale/papers/CUMCM-2019-A-003,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.419+00:00,2026-09-03T07:15:38.194+00:00
CUMCM-2019-A-004,106,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2019-A-004,derived/scale/papers/CUMCM-2019-A-004,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.447+00:00,2026-09-03T07:15:38.205+00:00
CUMCM-2019-B-001,107,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2019-B-001,derived/scale/papers/CUMCM-2019-B-001,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.474+00:00,2026-09-03T07:15:38.217+00:00
CUMCM-2019-B-002,108,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2019-B-002,derived/scale/papers/CUMCM-2019-B-002,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.501+00:00,2026-09-03T07:15:38.229+00:00
CUMCM-2019-B-004,109,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2019-B-004,derived/scale/papers/CUMCM-2019-B-004,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.528+00:00,2026-09-03T07:15:38.240+00:00
CUMCM-2019-C-001,110,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2019-C-001,derived/scale/papers/CUMCM-2019-C-001,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.553+00:00,2026-09-03T07:15:38.251+00:00
CUMCM-2019-C-002,111,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2019-C-002,derived/scale/papers/CUMCM-2019-C-002,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.578+00:00,2026-09-03T07:15:38.262+00:00
CUMCM-2019-C-004,112,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2019-C-004,derived/scale/papers/CUMCM-2019-C-004,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.603+00:00,2026-09-03T07:15:38.274+00:00
CUMCM-2019-E-001,113,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2019-E-001,derived/scale/papers/CUMCM-2019-E-001,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.629+00:00,2026-09-03T07:15:38.285+00:00
CUMCM-2019-E-002,114,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2019-E-002,derived/scale/papers/CUMCM-2019-E-002,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.655+00:00,2026-09-03T07:15:38.296+00:00
CUMCM-2019-E-004,115,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2019-E-004,derived/scale/papers/CUMCM-2019-E-004,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.680+00:00,2026-09-03T07:15:38.308+00:00
CUMCM-2020-A-001,116,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2020-A-001,derived/scale/papers/CUMCM-2020-A-001,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.705+00:00,2026-09-03T07:15:38.319+00:00
CUMCM-2020-A-002,117,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2020-A-002,derived/scale/papers/CUMCM-2020-A-002,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.731+00:00,2026-09-03T07:15:38.329+00:00
CUMCM-2020-A-004,118,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2020-A-004,derived/scale/papers/CUMCM-2020-A-004,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.756+00:00,2026-09-03T07:15:38.340+00:00
CUMCM-2020-B-001,119,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2020-B-001,derived/scale/papers/CUMCM-2020-B-001,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.781+00:00,2026-09-03T07:15:38.351+00:00
CUMCM-2020-B-002,120,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2020-B-002,derived/scale/papers/CUMCM-2020-B-002,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.806+00:00,2026-09-03T07:15:38.363+00:00
CUMCM-2020-B-004,121,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2020-B-004,derived/scale/papers/CUMCM-2020-B-004,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.834+00:00,2026-09-03T07:15:38.375+00:00
CUMCM-2020-B-005,122,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2020-B-005,derived/scale/papers/CUMCM-2020-B-005,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.862+00:00,2026-09-03T07:15:38.386+00:00
CUMCM-2020-C-001,123,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2020-C-001,derived/scale/papers/CUMCM-2020-C-001,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.890+00:00,2026-09-03T07:15:38.398+00:00
CUMCM-2020-C-002,124,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2020-C-002,derived/scale/papers/CUMCM-2020-C-002,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.921+00:00,2026-09-03T07:15:38.408+00:00
CUMCM-2020-C-003,125,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2020-C-003,derived/scale/papers/CUMCM-2020-C-003,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.951+00:00,2026-09-03T07:15:38.419+00:00
CUMCM-2020-D-001,126,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2020-D-001,derived/scale/papers/CUMCM-2020-D-001,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:36.981+00:00,2026-09-03T07:15:38.431+00:00
CUMCM-2020-D-003,127,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2020-D-003,derived/scale/papers/CUMCM-2020-D-003,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:37.013+00:00,2026-09-03T07:15:38.442+00:00
CUMCM-2020-D-004,128,PROMOTED,,catalog/scale/g8_q3_formal_artifact_stage/20260903T071531890631_0e2ef355/CUMCM-2020-D-004,derived/scale/papers/CUMCM-2020-D-004,3,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1,PASS,1,2026-09-03T07:15:37.041+00:00,2026-09-03T07:15:38.475+00:00
