paper_id,primary_page_count,validation_page_count,page_count_match,primary_page_class_sequence,validation_page_class_sequence,page_class_match,primary_normalized_text_sha256,validation_normalized_text_sha256,normalized_text_match,primary_ocr_route,validation_ocr_route,ocr_route_match,primary_semantic_sha256,validation_semantic_sha256,semantic_text_delta_pages,semantic_determinism
CUMCM-2014-A-006,1,1,1,TEXT_PAGE,TEXT_PAGE,1,B584E8866BA58FEFB924C11A5A1532210AA8D74735964E4346DC0005921C16B7,B584E8866BA58FEFB924C11A5A1532210AA8D74735964E4346DC0005921C16B7,1,0,0,1,894C0B30C8CECE66DB20BD0A18A2BBF539C1DBDE404A5A99A724665B7E9F9684,894C0B30C8CECE66DB20BD0A18A2BBF539C1DBDE404A5A99A724665B7E9F9684,,PASS
CUMCM-2011-C-002,42,42,1,TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE,TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE,1,3EDB1F6E4EDACC5F864FC661025354F4B529B44B5C1FD412BE69EC69CA1939E7,3EDB1F6E4EDACC5F864FC661025354F4B529B44B5C1FD412BE69EC69CA1939E7,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1,9E21A7F4793D216A6922A9C0B6A5183D7324776B84BE0F0152A0DA2CACC1F1B9,9E21A7F4793D216A6922A9C0B6A5183D7324776B84BE0F0152A0DA2CACC1F1B9,,PASS
CUMCM-2013-D-001,81,81,1,TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE,TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE,1,744D46615498B729572264F9927F31F4795482025DC2B79B9F7AF0A7C4BCB19F,744D46615498B729572264F9927F31F4795482025DC2B79B9F7AF0A7C4BCB19F,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1,AF64FDD8C4C6A5293C42F59FD00862D90B84F9A38D13F5DE929533F164F94CC7,AF64FDD8C4C6A5293C42F59FD00862D90B84F9A38D13F5DE929533F164F94CC7,,PASS
