paper_id,sample_role,source_sha256_before,source_sha256_after,conversion_status,pdf_validation_status,extraction_status,content_sanity,eligibility_contradiction,semantic_determinism,status
CUMCM-2014-A-006,SMALL_SIZE,A4C7CFEE735094C488EFB5007EF2084771748487B29765E20C39E78296A915F6,A4C7CFEE735094C488EFB5007EF2084771748487B29765E20C39E78296A915F6,BLOCKED_WORD_COM_UNAVAILABLE,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_ATTEMPTED,0,NOT_ATTEMPTED,BLOCKED
CUMCM-2011-C-002,MEDIAN_SIZE,21E5912D27E48F0BBEB0E1044BF30F185FBAB2133945529F106449296C10653F,21E5912D27E48F0BBEB0E1044BF30F185FBAB2133945529F106449296C10653F,BLOCKED_WORD_COM_UNAVAILABLE,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_ATTEMPTED,0,NOT_ATTEMPTED,BLOCKED
CUMCM-2013-D-001,LARGE_SIZE,955CC7179247EDA8AD6EBB74CFD1233D514D9F80A809B0C2EB244BEACABAFDEA,955CC7179247EDA8AD6EBB74CFD1233D514D9F80A809B0C2EB244BEACABAFDEA,BLOCKED_WORD_COM_UNAVAILABLE,NOT_ATTEMPTED,NOT_ATTEMPTED,NOT_ATTEMPTED,0,NOT_ATTEMPTED,BLOCKED
