paper_id,primary_page_count,validation_page_count,page_count_match,primary_page_class_sequence,validation_page_class_sequence,page_class_match,primary_normalized_text_sha256,validation_normalized_text_sha256,normalized_text_match,primary_ocr_route,validation_ocr_route,ocr_route_match,primary_semantic_sha256,validation_semantic_sha256,semantic_text_delta_pages,semantic_determinism
CUMCM-2014-D-003,33,33,1,TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE,TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE;TEXT_PAGE,1,7FECDE86AD4CA50CDA49759F11FAAE9F38A1CCB3F400194489230861AE1A6C89,7FECDE86AD4CA50CDA49759F11FAAE9F38A1CCB3F400194489230861AE1A6C89,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1,D14B7C8C148BC23766E68BEF379A3876BCA3708CB4799F85D86A7F47DF887D00,D14B7C8C148BC23766E68BEF379A3876BCA3708CB4799F85D86A7F47DF887D00,,PASS
