paper_id,change_type,expected,status,old_record_sha256,new_record_sha256,notes
CUMCM-2001-A-010,ADDED,1,EXPECTED,,4108FDD386C8908A60214CD855AF2E0E64AAE842F15853E125E899D7D2156694,new formal index creation
CUMCM-2001-A-011,ADDED,1,EXPECTED,,E0BF46E9E0D72F13258BBB642E8CF2C8C43A81414D08BD53DE485F34A41848C9,new formal index creation
CUMCM-2001-A-012,ADDED,1,EXPECTED,,54070F340C580A3D52737EB2DF1B085FAA141050C467AFCEEB2DC9B66ED63A29,new formal index creation
CUMCM-2001-B-001,ADDED,1,EXPECTED,,8D0506401E3F7FD1A432E6E2693A8F2608DFD5D590CC5D132F53696F28B90821,new formal index creation
CUMCM-2001-B-002,ADDED,1,EXPECTED,,5347B0BE330B8078EFA3D7274DDCB5D55537CFD54BFD53810BD0AD6EE845297A,new formal index creation
CUMCM-2001-B-003,ADDED,1,EXPECTED,,2B39E5BD5E64010545A80B6396824909963FCE679CD4100A8461A0F7170A6D57,new formal index creation
CUMCM-2001-B-004,ADDED,1,EXPECTED,,09E1673FBBC594674F1472AE8451241F2FB3D8BFFE6DD10614CB61291B44FB82,new formal index creation
CUMCM-2001-B-005,ADDED,1,EXPECTED,,9FB79C1773D886FACF56626E4657A47CFC96A23433F0A766947710387770A43B,new formal index creation
CUMCM-2001-B-006,ADDED,1,EXPECTED,,39EC61ED75CCC42641313064C9768749859714A6CA2A261E3B92A57D5B49D37A,new formal index creation
CUMCM-2001-B-007,ADDED,1,EXPECTED,,6487570032198F9C4C5260969F4077A7246E6CFAA7CE4B9B6BA4A0AB21C8F54E,new formal index creation
CUMCM-2001-B-008,ADDED,1,EXPECTED,,194F637D90E2279932C3F7571F0029DBDEA3FE61EA805E7C895E3B1365BC63DC,new formal index creation
CUMCM-2001-C-001,ADDED,1,EXPECTED,,5A341571B36FD09C47ADC41DB838AFB61E3F2583933C4A5CA7BE53D4F307D05C,new formal index creation
CUMCM-2001-C-002,ADDED,1,EXPECTED,,88AECDFFD82AD23BDA046760CBB44129C5788A6EE4BD1DACC4A5F0ABF7106378,new formal index creation
CUMCM-2001-C-003,ADDED,1,EXPECTED,,40E56DA754AE4FEFDC0BE75F7DB8219CDF0ED26CD4E49A157B0B47A59167173E,new formal index creation
CUMCM-2002-A-001,ADDED,1,EXPECTED,,2FED3790FD33A74DC05C082E4C657E9666D91ECA4E3DF9ECB83BBB6DAEBDE51C,new formal index creation
CUMCM-2002-A-002,ADDED,1,EXPECTED,,946388E47169A4127862558CE620AA0E8512E99B95DCE44B83C63C62E0721E93,new formal index creation
CUMCM-2002-A-003,ADDED,1,EXPECTED,,3F1424C1FE3CEF679EDA3AC9852EF6EC1FE7E49FD5F23659389E2B5D460B21F2,new formal index creation
CUMCM-2002-A-004,ADDED,1,EXPECTED,,7676A9E4204940C1B77F3DFABB4006F32E0457222B387CFAD0E3E48F6F591751,new formal index creation
CUMCM-2002-A-005,ADDED,1,EXPECTED,,6991EF1A65E85C8379123338E6191C80B7C9E6512F9DA864EB72A9F3417712A8,new formal index creation
CUMCM-2002-A-006,ADDED,1,EXPECTED,,D69FACAB721D04526C759CBD413F864C63FBA37AF7C26455F93B90F079F88936,new formal index creation
CUMCM-2002-A-007,ADDED,1,EXPECTED,,4907F7A2C617A3A11DBDBE987A63644C9AF2537F9FFB2A1A4783522C741E77EA,new formal index creation
CUMCM-2002-A-008,ADDED,1,EXPECTED,,7204FDA29A3C1E36E9DDF6F90A762402CB8A832F2D1829A45FA9183CAFD35731,new formal index creation
CUMCM-2002-A-009,ADDED,1,EXPECTED,,C38E81F612CF060020FAA4A2044231F96E2DE6A46AC14BCAE95AD376C6DF4798,new formal index creation
CUMCM-2002-A-010,ADDED,1,EXPECTED,,44B836A4A078EECF8A95E42FB825A691C119F5E6BF290C69EC3DEF201E063C52,new formal index creation
CUMCM-2002-A-011,ADDED,1,EXPECTED,,7DAB21028C244B9C93ED33277D8AAA87A079F8FED8AC988BA9BB5D208FB33600,new formal index creation
CUMCM-2002-A-012,ADDED,1,EXPECTED,,EA551FB205EA21FA5DA804A9C4A53A18D395AD92C3FA65BF862936B7A3AE6ADE,new formal index creation
CUMCM-2002-A-013,ADDED,1,EXPECTED,,F06213BCB191DFC291048353418C08DAAFFA44A385C03072CC5DE68360DAAD7A,new formal index creation
CUMCM-2002-A-014,ADDED,1,EXPECTED,,5A3C2A6179C577B220AA9951D0206096A93B9CE36EFC0A2E43D05B4330FB7655,new formal index creation
CUMCM-2002-A-015,ADDED,1,EXPECTED,,61B85F0C017B1127F6D200583A0D0735028B123F771DDE45C4A4151B707B5EEF,new formal index creation
CUMCM-2002-B-001,ADDED,1,EXPECTED,,6E79FA377C520B6E01F652FC90D209316F0B1BF33A603F9F073EC54BCC044534,new formal index creation
CUMCM-2002-B-002,ADDED,1,EXPECTED,,0E033A4BF462623FEC2EE1D01ADD2BD5C7C509A8CB97745B04A6ADBADB94FD0D,new formal index creation
CUMCM-2002-B-003,ADDED,1,EXPECTED,,A6204722BD98A7006B2A8BA97F8C9B512069E927A3F3EE36891730EDE9297B58,new formal index creation
CUMCM-2002-B-004,ADDED,1,EXPECTED,,F70E6C49B80AEBAC207CF4F63E8369A71F9F1BDDDB2E9DEDD37036D5FB7925FA,new formal index creation
CUMCM-2002-B-005,ADDED,1,EXPECTED,,D2D084A7F0D6416F4003C1BE7ABD4A7F986BE0A8F3B5446CB338C7516001DF98,new formal index creation
CUMCM-2002-B-006,ADDED,1,EXPECTED,,6057085D54F888AA4088E47D1D54BC12B9AE1E0AC82828B5E79CC163EABB42C4,new formal index creation
CUMCM-2002-B-008,ADDED,1,EXPECTED,,DECD0FCEFF07E365398E9312F8A1B83AC4AD93BC0D9D1AC9CFB66B964D2B4B6F,new formal index creation
CUMCM-2002-B-009,ADDED,1,EXPECTED,,ED9563F4893EEDFE327D9728EDB18484DFDB0BA05E0EE279B040F1C24F8DA647,new formal index creation
CUMCM-2003-A-001,ADDED,1,EXPECTED,,CEA58523B04EC1AA9424B96D72698B71EA1CF58E9C5AF73A370EFACC5FEF3B8A,new formal index creation
CUMCM-2003-A-002,ADDED,1,EXPECTED,,39F5EE12EF77AC57FF3A9289AAFF4DA30328A7DD66CBFDA46EE898624D4956D4,new formal index creation
