paper_id,attempt,logical_page_number,page_class,text_layer_present,ocr_route_required,text_chars,text_sha256,rendered_for_classification,nonwhite_ratio
CUMCM-2013-D-001,PRIMARY,72,TEXT_PAGE,1,0,1203,3FE06DDB0E81B6AA7E3138CC55EDEF0ABADA29C94AAFB6A9A06E6224865C7E74,0,
CUMCM-2013-D-001,PRIMARY,73,TEXT_PAGE,1,0,1648,A60E3DAED37D6E0CF8973B6D2EC1F1D1548EE0EEE186C7DA5DA9EE1760ED8D48,0,
CUMCM-2013-D-001,PRIMARY,74,TEXT_PAGE,1,0,1263,3BB889307BD485A6934B3C686D59DF0D7AB77C37B59111BF2AFA1C7378961CD9,0,
CUMCM-2013-D-001,PRIMARY,75,TEXT_PAGE,1,0,1147,C4B1E7C403A284F01B7023CF89F7FA9164CE29ABC9C3BEBA3A214A468EAE60A9,0,
CUMCM-2013-D-001,PRIMARY,76,TEXT_PAGE,1,0,982,FC5E4BD13406B6C513F167A6181D5AF3DB1EB6AE17B969FEF0188704DD4C1B4F,0,
CUMCM-2013-D-001,PRIMARY,77,TEXT_PAGE,1,0,681,58979FB4265792F47136600E7705060A399F1B495981A43814AC4BA2FF831D47,0,
CUMCM-2013-D-001,PRIMARY,78,TEXT_PAGE,1,0,1022,0F9FB9FF7F99A3B220B1AC7BB529AFBF98ECBC29E5E7F20F62A87C2ABBE321BE,0,
CUMCM-2013-D-001,PRIMARY,79,TEXT_PAGE,1,0,1377,BDF18AEDE29F4BEDC394E89E0E44C6DF0EC22802A3FA2153A00D55B9E662492A,0,
CUMCM-2013-D-001,PRIMARY,80,TEXT_PAGE,1,0,985,4AE45E8F77F223A0F2375DE6DB84685DACF768DDAE39B75FBA6D4B094ACB36BD,0,
CUMCM-2013-D-001,PRIMARY,81,TEXT_PAGE,1,0,779,71A867704DAFCA17ADC7803C09AF942CF9DFA8A20DB89A1A4EBDAD8522A570EA,0,
CUMCM-2013-D-001,VALIDATION,1,TEXT_PAGE,1,0,1153,B8707BB2E54E7EDA170A954183DFFE6F565EE848573C3D95EDE64FBD797C3474,0,
CUMCM-2013-D-001,VALIDATION,2,TEXT_PAGE,1,0,821,D730AD960B5E81233044A765FBEA55588B14F38B223BC2A3E292452E96CF9939,0,
CUMCM-2013-D-001,VALIDATION,3,TEXT_PAGE,1,0,1019,6799D1FF163BFF4721BDB388F4FD0B117C6A3B4949166046679D39A378DD4DBE,0,
CUMCM-2013-D-001,VALIDATION,4,TEXT_PAGE,1,0,899,1FECFF1BC46933191BA49E80C0BC42736EB6C26C7D16F00F469FF0EE3474137A,0,
CUMCM-2013-D-001,VALIDATION,5,TEXT_PAGE,1,0,1120,F98419B092EE98F402E75A9C658183E4854026CDE34E7FECB3DC117D3D4B7B08,0,
CUMCM-2013-D-001,VALIDATION,6,TEXT_PAGE,1,0,1426,0D45B5991AB31E6DFC8F0468F0D79F0A936F26216317F1679A1BEAF0C051AF82,0,
CUMCM-2013-D-001,VALIDATION,7,TEXT_PAGE,1,0,1063,E2DCC29442960D018D280CBAF94A858B500B952B04B97D111F0267BF417299E0,0,
CUMCM-2013-D-001,VALIDATION,8,TEXT_PAGE,1,0,550,9611C6106EAE0CBC4CC5565B4035BB5FC57453DD659EBA5246F1836205C446C8,0,
CUMCM-2013-D-001,VALIDATION,9,TEXT_PAGE,1,0,1142,6075153FF386A73324019C9459331DA3BF37569A0FDFD8EFC7F201A35E455CC3,0,
CUMCM-2013-D-001,VALIDATION,10,TEXT_PAGE,1,0,913,64CC2E4DD269A0FC0F6F9F6F5ABB84AE297341167F9520CBDD10CC2B5A9C1C5C,0,
CUMCM-2013-D-001,VALIDATION,11,TEXT_PAGE,1,0,305,74417A0F3FBA2ACD775572A9E4BD9A9740A78A7106514B8B194C9604E8237AFB,0,
CUMCM-2013-D-001,VALIDATION,12,TEXT_PAGE,1,0,784,1DA76759F96C2AB34B0ADE32DF7A33ABC5CFED696012FFA44315112C2B7DF16A,0,
CUMCM-2013-D-001,VALIDATION,13,TEXT_PAGE,1,0,581,D69285E8CA91A2CD9FA4E85420BAAC0C9638CEEE714A0E48675D2B2A5202FAD4,0,
CUMCM-2013-D-001,VALIDATION,14,TEXT_PAGE,1,0,579,1596BE3487BBBC050E61B43D60F17BBBE30466DF5F185E7BC26A39934CD3726C,0,
CUMCM-2013-D-001,VALIDATION,15,TEXT_PAGE,1,0,735,31A4BA2C2A3DA257C30BDCF9874671336BDF2F7CD4A2480089F0CE0207CEA781,0,
CUMCM-2013-D-001,VALIDATION,16,TEXT_PAGE,1,0,663,BFF2A75ED67276D63F96298589166070B31B7B3C83F5F01E780C13E8534B1B05,0,
CUMCM-2013-D-001,VALIDATION,17,TEXT_PAGE,1,0,1457,C90A470AAF1034B39CDF463B0AA42416B88EC1CC9174678B4EBEA65ED2976300,0,
CUMCM-2013-D-001,VALIDATION,18,TEXT_PAGE,1,0,313,1CE7A6C9C0A051732B0F1FF234FF837B41DB8F9AC7C5E744C4EF1E44AB6DFE3E,0,
CUMCM-2013-D-001,VALIDATION,19,TEXT_PAGE,1,0,403,D4D4AC2EBB39A6EB5FF265FCDBCEBA76946A8F28FDD62806931B06CCCCC8D6CC,0,
CUMCM-2013-D-001,VALIDATION,20,TEXT_PAGE,1,0,655,D17CC03A254F43AB27C6D6FAF93DE0C6C925B55C02E57B684F82B3B49875FDE3,0,
CUMCM-2013-D-001,VALIDATION,21,TEXT_PAGE,1,0,725,5506BA49C567F2215D3CC8A3F6DCA7D5E069D536786601332F5F2921A307A638,0,
CUMCM-2013-D-001,VALIDATION,22,TEXT_PAGE,1,0,854,0F54E1C53103A30415048FE36E629A493BDFCED5D759132B0AD5267101163050,0,
CUMCM-2013-D-001,VALIDATION,23,TEXT_PAGE,1,0,1084,E7F41EE36BB53E758B39964A1A0AE73E0848363FADE460AC3805BD12E43C736A,0,
CUMCM-2013-D-001,VALIDATION,24,TEXT_PAGE,1,0,1047,DB43CE1B95E193408C90930DB56330AF38E3F640F191DEB7F69D388562CF2539,0,
CUMCM-2013-D-001,VALIDATION,25,TEXT_PAGE,1,0,808,94968604CEB74019C0462A930B234D9F6F89E5B753FCCCE6D86E0EA3EF6A45C8,0,
CUMCM-2013-D-001,VALIDATION,26,TEXT_PAGE,1,0,1304,1AD98D7B8DFD1947151281710BEADAAFFB4B2587E2E81BB3595B23BE785DF720,0,
CUMCM-2013-D-001,VALIDATION,27,TEXT_PAGE,1,0,1958,63F12DAE2CE3C6873702A99737459BC149B2EA1B31D8B2499620204D505D8B01,0,
CUMCM-2013-D-001,VALIDATION,28,TEXT_PAGE,1,0,1861,18E73FEF75973B027CBDC4B1CD733C8B823FE2ABCA8A8256A6AFC83ADB183B5A,0,
CUMCM-2013-D-001,VALIDATION,29,TEXT_PAGE,1,0,1873,D7AA9D0F26557A29D82F4E582DE55119378BC96414DA5CBE14319BC1C397791E,0,
CUMCM-2013-D-001,VALIDATION,30,TEXT_PAGE,1,0,1814,A3FC095DA571898388CF92C852D135B97A80768EFF7151806C735CB5A7C780B7,0,
CUMCM-2013-D-001,VALIDATION,31,TEXT_PAGE,1,0,1895,40340D467B6B347FBE4B552B11292DFCC93262FDADC0FD238148AB09DA225AB3,0,
CUMCM-2013-D-001,VALIDATION,32,TEXT_PAGE,1,0,1853,09F2CD8F3342D79E9D7C121C978894751280F1CCA5C542A3F0F64DD69FE8ABDB,0,
CUMCM-2013-D-001,VALIDATION,33,TEXT_PAGE,1,0,1861,FC5048A0362FFA7C058FBC21644F6353EAA9CD849363C8DD8FE9175DF6F8A129,0,
CUMCM-2013-D-001,VALIDATION,34,TEXT_PAGE,1,0,1825,21FA17D4C25D385C1895AB76806312B0FECF42397E542677A54B477B18F36B71,0,
CUMCM-2013-D-001,VALIDATION,35,TEXT_PAGE,1,0,1857,BD9D44BFE0893AA2BC5E49148F2263BDF07C493C377167D5A850B7114FB2CAAE,0,
CUMCM-2013-D-001,VALIDATION,36,TEXT_PAGE,1,0,1926,2AB27CF2A03BC714E693791F73CA205CB92FC83E22641AF658DD1D6EFD740217,0,
CUMCM-2013-D-001,VALIDATION,37,TEXT_PAGE,1,0,1834,CF353550BA993822C55283648192F714BFADDDFA9A6C589F4A33B344B7C7A632,0,
CUMCM-2013-D-001,VALIDATION,38,TEXT_PAGE,1,0,1840,28103100FCE684FAF16DFD959195C13B34DCADCB00E610DEE0881884FA9B3563,0,
CUMCM-2013-D-001,VALIDATION,39,TEXT_PAGE,1,0,1849,C6EA7AD526B47BBC46B0C197A88537E3D56BFE88303C48A02EFED66FF6BC111B,0,
CUMCM-2013-D-001,VALIDATION,40,TEXT_PAGE,1,0,1902,76BA3F7DC4E959ADF3550E978DBF8422C51D6C6B958C18D57BC546AB5FF53B7A,0,
CUMCM-2013-D-001,VALIDATION,41,TEXT_PAGE,1,0,1806,36F7FE9C8C043CEAEE0ED9A27C10900FACED002C45FB8C7BF4EFB5EC620DFBDC,0,
CUMCM-2013-D-001,VALIDATION,42,TEXT_PAGE,1,0,1869,FCFF0C47BDA747DCF74767862A864D3E45A6A7B443B2986054E46B3999061363,0,
CUMCM-2013-D-001,VALIDATION,43,TEXT_PAGE,1,0,1230,F3D2A005A315BEF10425C796442317838E623379B6DFC7D2548B2D5A1761A32D,0,
CUMCM-2013-D-001,VALIDATION,44,TEXT_PAGE,1,0,1001,8E170BC702AC443978C29A7FC5BC86D5844937B3BE0F5DC1594C7B726F0680FF,0,
CUMCM-2013-D-001,VALIDATION,45,TEXT_PAGE,1,0,1046,90CB43612FB47E049B943DF7F0DE170EBFB88F953C70EDC52B651B2325774DF5,0,
CUMCM-2013-D-001,VALIDATION,46,TEXT_PAGE,1,0,1095,AA3B73B8654F01B50F7EEE83008863E781F39D59290746389425FEF789B6FCF8,0,
CUMCM-2013-D-001,VALIDATION,47,TEXT_PAGE,1,0,1082,39922A1176445181662DBF89FD71314A259DFB793C24D259EFC0D6E950454B2C,0,
CUMCM-2013-D-001,VALIDATION,48,TEXT_PAGE,1,0,1171,88026C0883EA7FF880C9B8BFB74144B97849FDFFD522ABD018BC170602CBE1F9,0,
CUMCM-2013-D-001,VALIDATION,49,TEXT_PAGE,1,0,1211,DC274C021A225E632AAFD377DBD77253A9F34502340344B561E595C4DF78BB1B,0,
CUMCM-2013-D-001,VALIDATION,50,TEXT_PAGE,1,0,1269,720814E3D148B92D5DA7FA0CEE3122069E566E9F9EF1024D5EF94C502BB40CF7,0,
CUMCM-2013-D-001,VALIDATION,51,TEXT_PAGE,1,0,1330,A8A4E379A2824C128082AD11F47A2F360083D41130B8E68528B58658346BB5F6,0,
CUMCM-2013-D-001,VALIDATION,52,TEXT_PAGE,1,0,1856,171629B41A6621AF030A643FFF09B3902B8D8FEE95B7FD26939BDDF1D48C52D8,0,
CUMCM-2013-D-001,VALIDATION,53,TEXT_PAGE,1,0,1883,5CDFED8A5D208E62C5809F4723BB2E4333B9D45E52DC2190E551E9C69FEAF817,0,
CUMCM-2013-D-001,VALIDATION,54,TEXT_PAGE,1,0,1954,54411CBD4058D2F0E663C674E24B6F2F916E4DC8D5F6524D3AFAD23211B649E9,0,
CUMCM-2013-D-001,VALIDATION,55,TEXT_PAGE,1,0,1823,065C39C0C4D21AB9F04000CE5D15BBF9D7A7A469E6E4CED90196C09EDFEE4495,0,
CUMCM-2013-D-001,VALIDATION,56,TEXT_PAGE,1,0,1449,2E3833DC91C19BC6A25D4E622C2C6365EBDA2654C19D4137179B28910B47495A,0,
CUMCM-2013-D-001,VALIDATION,57,TEXT_PAGE,1,0,1339,33F2BD89742572247FFF6B10009C7BC989FAAF3FBE923971E7CA84C830358A70,0,
CUMCM-2013-D-001,VALIDATION,58,TEXT_PAGE,1,0,1299,30F68673A3A9E1C8F407C0DE2D96FA60570BB11D885EECC62090BF6615D2BFD2,0,
CUMCM-2013-D-001,VALIDATION,59,TEXT_PAGE,1,0,1365,153988F121A27B614AEC83627440BE9B8A5A28D174A84B40ACD03CBC8A7A5595,0,
CUMCM-2013-D-001,VALIDATION,60,TEXT_PAGE,1,0,341,E9BDE9FD0799EDAD7BA2427863D4B9519F63384CB98CF091BB0DA540C051B9E1,0,
CUMCM-2013-D-001,VALIDATION,61,TEXT_PAGE,1,0,1198,70A4CC47BD1CE80264428CAACF8BD73AA8867D354D9BBE15F1F55D9154EC5358,0,
CUMCM-2013-D-001,VALIDATION,62,TEXT_PAGE,1,0,1049,241D9953857518B841074A878DCA72B2E6D178AFD81AEBE5A9D2368D0B1D3D20,0,
CUMCM-2013-D-001,VALIDATION,63,TEXT_PAGE,1,0,1428,44BBBF0DD60B8DB406F1DE64C5EBA1E93E93E913F470749D15CD83E6BA80BFA2,0,
CUMCM-2013-D-001,VALIDATION,64,TEXT_PAGE,1,0,1374,4DD2D97B887D04C399FF4D515CB9576884B1684F24DB8EAC195BA4DB4DBAE518,0,
CUMCM-2013-D-001,VALIDATION,65,TEXT_PAGE,1,0,1341,3D6769401568EFEE515E8579A186C92D58AC04916DC959D3C770865326BFF5AD,0,
CUMCM-2013-D-001,VALIDATION,66,TEXT_PAGE,1,0,721,16D3383E5B1EEDC0054E4796C47B8086DCA56DD9E870BAF5AC6D60245A67525E,0,
CUMCM-2013-D-001,VALIDATION,67,TEXT_PAGE,1,0,962,601FDC139F22F9C21E6E8AF55EF95ECB159C863B2334C561BDCC889828D0A535,0,
CUMCM-2013-D-001,VALIDATION,68,TEXT_PAGE,1,0,370,64BC9F7A32260A43EA759FE459A4C6FDEDC0AEC81EF7C1E40B575FFBC66F190F,0,
CUMCM-2013-D-001,VALIDATION,69,TEXT_PAGE,1,0,377,91A4E558D0468ABD7B6FC92B1CA35C97832809B00BAA78494DD4961F5C41FA76,0,
CUMCM-2013-D-001,VALIDATION,70,TEXT_PAGE,1,0,380,6638151AD35E2CC7510E85647A58A79DDD3236742733FECACCDD8AB7D5A6D2A7,0,
CUMCM-2013-D-001,VALIDATION,71,TEXT_PAGE,1,0,413,63135CF3B710DF89A802590D3FCC1A7DB2229064F0B6FFAC6889139F5A33D53A,0,
CUMCM-2013-D-001,VALIDATION,72,TEXT_PAGE,1,0,1203,3FE06DDB0E81B6AA7E3138CC55EDEF0ABADA29C94AAFB6A9A06E6224865C7E74,0,
CUMCM-2013-D-001,VALIDATION,73,TEXT_PAGE,1,0,1648,A60E3DAED37D6E0CF8973B6D2EC1F1D1548EE0EEE186C7DA5DA9EE1760ED8D48,0,
CUMCM-2013-D-001,VALIDATION,74,TEXT_PAGE,1,0,1263,3BB889307BD485A6934B3C686D59DF0D7AB77C37B59111BF2AFA1C7378961CD9,0,
CUMCM-2013-D-001,VALIDATION,75,TEXT_PAGE,1,0,1147,C4B1E7C403A284F01B7023CF89F7FA9164CE29ABC9C3BEBA3A214A468EAE60A9,0,
CUMCM-2013-D-001,VALIDATION,76,TEXT_PAGE,1,0,982,FC5E4BD13406B6C513F167A6181D5AF3DB1EB6AE17B969FEF0188704DD4C1B4F,0,
CUMCM-2013-D-001,VALIDATION,77,TEXT_PAGE,1,0,681,58979FB4265792F47136600E7705060A399F1B495981A43814AC4BA2FF831D47,0,
CUMCM-2013-D-001,VALIDATION,78,TEXT_PAGE,1,0,1022,0F9FB9FF7F99A3B220B1AC7BB529AFBF98ECBC29E5E7F20F62A87C2ABBE321BE,0,
CUMCM-2013-D-001,VALIDATION,79,TEXT_PAGE,1,0,1377,BDF18AEDE29F4BEDC394E89E0E44C6DF0EC22802A3FA2153A00D55B9E662492A,0,
CUMCM-2013-D-001,VALIDATION,80,TEXT_PAGE,1,0,985,4AE45E8F77F223A0F2375DE6DB84685DACF768DDAE39B75FBA6D4B094ACB36BD,0,
CUMCM-2013-D-001,VALIDATION,81,TEXT_PAGE,1,0,779,71A867704DAFCA17ADC7803C09AF942CF9DFA8A20DB89A1A4EBDAD8522A570EA,0,
