paper_id,change_type,expected,status,old_record_sha256,new_record_sha256,notes
CUMCM-2001-A-011,CHANGED,1,EXPECTED,E0BF46E9E0D72F13258BBB642E8CF2C8C43A81414D08BD53DE485F34A41848C9,78AF7289A87F85BD8342559AB572D9206472F2415A40E4FF1FEF293AA6BF9A67,G11 repaired formal artifact projection refresh
CUMCM-2001-A-012,CHANGED,1,EXPECTED,54070F340C580A3D52737EB2DF1B085FAA141050C467AFCEEB2DC9B66ED63A29,FB045B515E4047A250F73E5696447DB9B5D8814D41AC767EFFDB4898684FE00A,G11 repaired formal artifact projection refresh
CUMCM-2001-B-001,CHANGED,1,EXPECTED,8D0506401E3F7FD1A432E6E2693A8F2608DFD5D590CC5D132F53696F28B90821,05DB7E51CF1A66B9F5DF04A54EFB176911944B0983F7F18B3DD922ECD7ED9E1B,G11 repaired formal artifact projection refresh
CUMCM-2001-B-002,CHANGED,1,EXPECTED,5347B0BE330B8078EFA3D7274DDCB5D55537CFD54BFD53810BD0AD6EE845297A,7982F496589ABFECA108E1610C9BEB934198EB7E56F3316C639C2365F85A3BEA,G11 repaired formal artifact projection refresh
CUMCM-2001-B-003,CHANGED,1,EXPECTED,2B39E5BD5E64010545A80B6396824909963FCE679CD4100A8461A0F7170A6D57,8D6853585974E4B10A551B6508225C215A20C50DE672BCB8406BB8402FD54785,G11 repaired formal artifact projection refresh
CUMCM-2001-B-004,CHANGED,1,EXPECTED,09E1673FBBC594674F1472AE8451241F2FB3D8BFFE6DD10614CB61291B44FB82,98D391A808230B574F48CBD5453C79667364DD1B704BF7284734F3ABCEF554C1,G11 repaired formal artifact projection refresh
CUMCM-2001-B-005,CHANGED,1,EXPECTED,9FB79C1773D886FACF56626E4657A47CFC96A23433F0A766947710387770A43B,7344460D0E91E626C0D78B44316D4719F7E35F635067DC0286A5EFED31279C17,G11 repaired formal artifact projection refresh
CUMCM-2001-B-006,CHANGED,1,EXPECTED,39EC61ED75CCC42641313064C9768749859714A6CA2A261E3B92A57D5B49D37A,05184468BC1C5C4B4B4A169413888A9B2C864EB550AB2877E17927CEC84C4EC2,G11 repaired formal artifact projection refresh
CUMCM-2001-B-007,CHANGED,1,EXPECTED,6487570032198F9C4C5260969F4077A7246E6CFAA7CE4B9B6BA4A0AB21C8F54E,BE306A2E6E8EF1EEA5015DC0AA9F4B0F2B43BC2D802B40144F70A0B881FF1BDE,G11 repaired formal artifact projection refresh
CUMCM-2001-B-008,CHANGED,1,EXPECTED,194F637D90E2279932C3F7571F0029DBDEA3FE61EA805E7C895E3B1365BC63DC,7A9168404B68F5F2276F043848091632F7F1142313B2CA7E3B4D166F5005C8EB,G11 repaired formal artifact projection refresh
CUMCM-2001-C-001,CHANGED,1,EXPECTED,5A341571B36FD09C47ADC41DB838AFB61E3F2583933C4A5CA7BE53D4F307D05C,BB9E77DC5094E47A72EC018D86C374D932BEB4BE30333FBC926108FD5CDDCDA1,G11 repaired formal artifact projection refresh
CUMCM-2001-C-002,CHANGED,1,EXPECTED,88AECDFFD82AD23BDA046760CBB44129C5788A6EE4BD1DACC4A5F0ABF7106378,05A9C941E5CD45B0A6BD47D81BDA87AD65680488E8E4BACADE11DA0B9D707F71,G11 repaired formal artifact projection refresh
CUMCM-2001-C-003,CHANGED,1,EXPECTED,40E56DA754AE4FEFDC0BE75F7DB8219CDF0ED26CD4E49A157B0B47A59167173E,525F907338C8AC0E1D6105DC3385F20D2CB82D3BE6C1A3C056FD2518D111AB7A,G11 repaired formal artifact projection refresh
CUMCM-2002-A-002,CHANGED,1,EXPECTED,946388E47169A4127862558CE620AA0E8512E99B95DCE44B83C63C62E0721E93,4EB074667884BFE7DC05D64C9908C681BA27559BEC3BF5CE9D7E5A928735C250,G11 repaired formal artifact projection refresh
