"paper_id","source_path","source_sha_before","source_sha_after","source_size","word_version","word_build","conversion_attempted","conversion_started","conversion_completed","word_create_attempted","word_created","security_configuration_attempted","security_configured","security_verified","security_gate_pass","documents_collection_acquire_attempted","documents_collection_acquired","document_open_attempted","document_open_returned_object","document_opened","document_open_exception_type","document_open_exception_message","document_open_hresult","document_open_inner_exception_type","document_open_inner_exception_message","export_invocation_strategy","export_argument_count","export_output_path","export_output_full_path","export_output_parent","export_output_parent_exists","export_output_extension","export_output_path_length","export_output_file_exists_before","export_output_absolute","export_output_parent_governed","export_output_source_directory_match","export_output_path_type","export_format_value","export_exception_type","export_exception_message","export_hresult_hex","export_hresult_decimal","export_inner_exception_type","export_inner_exception_message","export_attempted","export_completed","stage_word_pid","background_drain_check_implemented","background_drain_status_available","background_saving_status_initial","background_printing_status_initial","background_saving_status_final","background_printing_status_final","background_drain_completed","background_drain_wait_ms","background_drain_error_type","background_drain_error_message","post_export_settle_implemented","post_export_settle_ms","post_export_settle_completed","document_com_release_attempted","document_com_release_completed","documents_com_release_attempted","documents_com_release_completed","options_com_release_attempted","options_com_release_completed","word_com_release_attempted","word_com_release_completed","document_close_attempted","document_closed","word_quit_attempted","word_quit_called","word_quit_exception_type","word_quit_exception_message","word_quit_hresult","word_quit_inner_exception_type","word_quit_inner_exception_message","com_references_released","word_process_exited","primary_error_code","primary_error_message","cleanup_error_code","cleanup_error_message","derivative_path","derivative_sha256","derivative_size","validation_derivative_path","validation_derivative_sha256","validation_export_attempted","validation_export_completed","validation_stage_word_pid","validation_background_drain_completed","validation_background_drain_wait_ms","validation_document_closed","validation_word_quit_called","validation_com_references_released","validation_word_process_exited","validation_error_code","validation_error_message","error_code","error_message"
"CUMCM-2014-A-006","2014年数学建模国赛真题+优秀论文/2014优秀论文/2014A：嫦娥三号软着陆轨道设计与控制策略 (3)/关于椭圆参数的计算.doc","A4C7CFEE735094C488EFB5007EF2084771748487B29765E20C39E78296A915F6","A4C7CFEE735094C488EFB5007EF2084771748487B29765E20C39E78296A915F6","24064","16.0.20228.20190","16.0.20228.20190","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","TWO_REQUIRED_ARGUMENTS","2","D:\cumcm-modeling-Award-Collection\derived\scale\doc_contract_pilot_interactive\CUMCM-2014-A-006\source_converted.pdf","D:\cumcm-modeling-Award-Collection\derived\scale\doc_contract_pilot_interactive\CUMCM-2014-A-006\source_converted.pdf","D:\cumcm-modeling-Award-Collection\derived\scale\doc_contract_pilot_interactive\CUMCM-2014-A-006","1",".pdf","117","1","1","1","0","System.String","17","","","","","","","1","1","14676","1","1","0","0","0","0","1","0","","","1","500","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","","","","","D:\cumcm-modeling-Award-Collection\derived\scale\doc_contract_pilot_interactive\CUMCM-2014-A-006\source_converted.pdf","C1643A340D3A39BE4B880B2BBE6A5BA1A52826602685C05A78360EE5766D3292","57827","D:\cumcm-modeling-Award-Collection\tmp\g8_doc_interactive_word_pilot\validation\CUMCM-2014-A-006\source_converted.pdf","81327F3A37AECC30F846E98A914F2A1DF3E407DF715CF785F57D2F40F0A00D9F","1","1","2912","1","0","1","1","1","1","","","",""
"CUMCM-2011-C-002","2011年数学建模国赛真题+优秀论文/2011年优秀论文/2011C：企业退休职工养老金制度的改革 (1).doc","21E5912D27E48F0BBEB0E1044BF30F185FBAB2133945529F106449296C10653F","21E5912D27E48F0BBEB0E1044BF30F185FBAB2133945529F106449296C10653F","1113600","16.0.20228.20190","16.0.20228.20190","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","TWO_REQUIRED_ARGUMENTS","2","D:\cumcm-modeling-Award-Collection\derived\scale\doc_contract_pilot_interactive\CUMCM-2011-C-002\source_converted.pdf","D:\cumcm-modeling-Award-Collection\derived\scale\doc_contract_pilot_interactive\CUMCM-2011-C-002\source_converted.pdf","D:\cumcm-modeling-Award-Collection\derived\scale\doc_contract_pilot_interactive\CUMCM-2011-C-002","1",".pdf","117","0","1","1","0","System.String","17","","","","","","","1","1","37512","1","1","0","0","0","0","1","0","","","1","500","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","","","","","D:\cumcm-modeling-Award-Collection\derived\scale\doc_contract_pilot_interactive\CUMCM-2011-C-002\source_converted.pdf","064CD08E45796A9ADB27BAD2DFB5CFB457DCE57FD8ACFEAF5B1C3E3B1C51F7CB","1217390","D:\cumcm-modeling-Award-Collection\tmp\g8_doc_interactive_word_pilot\validation\CUMCM-2011-C-002\source_converted.pdf","FFA4DE0FDFDE77E81C7D46CE5F240DFD1E4CEDCBB1D07809A008D9BEE2645854","1","1","38536","1","0","1","1","1","1","","","",""
"CUMCM-2013-D-001","2013年数学建模国赛真题+优秀论文/2013D：城市公共自行车服务系统运行状况和效率分析/论文.doc","955CC7179247EDA8AD6EBB74CFD1233D514D9F80A809B0C2EB244BEACABAFDEA","955CC7179247EDA8AD6EBB74CFD1233D514D9F80A809B0C2EB244BEACABAFDEA","3814912","16.0.20228.20190","16.0.20228.20190","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","TWO_REQUIRED_ARGUMENTS","2","D:\cumcm-modeling-Award-Collection\derived\scale\doc_contract_pilot_interactive\CUMCM-2013-D-001\source_converted.pdf","D:\cumcm-modeling-Award-Collection\derived\scale\doc_contract_pilot_interactive\CUMCM-2013-D-001\source_converted.pdf","D:\cumcm-modeling-Award-Collection\derived\scale\doc_contract_pilot_interactive\CUMCM-2013-D-001","1",".pdf","117","0","1","1","0","System.String","17","","","","","","","1","1","14240","1","1","0","0","0","0","1","0","","","1","500","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","","","","","D:\cumcm-modeling-Award-Collection\derived\scale\doc_contract_pilot_interactive\CUMCM-2013-D-001\source_converted.pdf","3C560062FFD7F9F4E855926AD051346D4FC2366C0052D80159836E1A007812A4","2908069","D:\cumcm-modeling-Award-Collection\tmp\g8_doc_interactive_word_pilot\validation\CUMCM-2013-D-001\source_converted.pdf","802248DA6EC0A8D17DB2C6407E75E81280C04B27E2709232F30E7CDE9EF4DCB2","1","1","4624","1","0","1","1","1","1","","","",""
