paper_id,artifact_type,artifact_path,artifact_size,artifact_sha256,source_sha256,effective_pdf_sha256,authoritative_text_sha256,generation_status,subject_type,artifact_eligible,quality,source_map_version,extraction_contract_version,status
CUMCM-2012-C-004,paper.md,derived/scale/papers/CUMCM-2012-C-004/paper.md,39734,7B316ACA72EC83652A0A671D09EC494E2FECDB6E8DAF77D5A1CAB5B70D20698E,A610CEEE3C902F85C0FC590467868550F5CB9D52ECD57E21747EF890671CBDD7,C2B4E0DA5C7AE5F7FCA6FADE85B00EB1588DA12FA3BF8F8B4523D1C4423B9F1D,66A45E6123D21FC5DF478C8DD1FE6907A258C7ADB60650F494099EC9133F3058,REUSED_COMPLETE,PAPER,1,Q0,g8_doc_effective_pdf_closure_manifest.csv,g8-doc-authoritative-extraction-text-v1,PASS
CUMCM-2012-C-004,metadata.yaml,derived/scale/papers/CUMCM-2012-C-004/metadata.yaml,909,4650FE03EC5618347D8CD3872CDEA072E507CD92C8776608C7DC5D29CF561922,A610CEEE3C902F85C0FC590467868550F5CB9D52ECD57E21747EF890671CBDD7,C2B4E0DA5C7AE5F7FCA6FADE85B00EB1588DA12FA3BF8F8B4523D1C4423B9F1D,66A45E6123D21FC5DF478C8DD1FE6907A258C7ADB60650F494099EC9133F3058,REUSED_COMPLETE,PAPER,1,Q0,g8_doc_effective_pdf_closure_manifest.csv,g8-doc-authoritative-extraction-text-v1,PASS
CUMCM-2012-C-004,knowledge_card.md,derived/scale/papers/CUMCM-2012-C-004/knowledge_card.md,1567,A17CFED261B2C17DE2E7693F61BCFA5F275DC4871F736F89F88229DC06BF4BBF,A610CEEE3C902F85C0FC590467868550F5CB9D52ECD57E21747EF890671CBDD7,C2B4E0DA5C7AE5F7FCA6FADE85B00EB1588DA12FA3BF8F8B4523D1C4423B9F1D,66A45E6123D21FC5DF478C8DD1FE6907A258C7ADB60650F494099EC9133F3058,REUSED_COMPLETE,PAPER,1,Q0,g8_doc_effective_pdf_closure_manifest.csv,g8-doc-authoritative-extraction-text-v1,PASS
CUMCM-2012-D-001,paper.md,derived/scale/papers/CUMCM-2012-D-001/paper.md,40232,F3870F02B8AD41DDF460F5D2525A2D4B5BE4E053921B0302BE4351DF7A2B91F5,D93A9A6A9DE012927F8A5D4B36E1768CA3F6AFFB6952673F40FE2740D4032766,CBE28049A80C0B900CF82A0BE06492A906D56B39F27819D6F94C67C6FF349399,DBCAD2B1FE50827672E67CBCDE43BA0D80731D2A5C2ECCA9DFC21F73DF2F80EE,REUSED_COMPLETE,PAPER,1,Q0,g8_doc_effective_pdf_closure_manifest.csv,g8-doc-authoritative-extraction-text-v1,PASS
CUMCM-2012-D-001,metadata.yaml,derived/scale/papers/CUMCM-2012-D-001/metadata.yaml,1010,C908F237C782BAA315FE04C619555D7093071DC9101F74D9D014B048D29FA8A7,D93A9A6A9DE012927F8A5D4B36E1768CA3F6AFFB6952673F40FE2740D4032766,CBE28049A80C0B900CF82A0BE06492A906D56B39F27819D6F94C67C6FF349399,DBCAD2B1FE50827672E67CBCDE43BA0D80731D2A5C2ECCA9DFC21F73DF2F80EE,REUSED_COMPLETE,PAPER,1,Q0,g8_doc_effective_pdf_closure_manifest.csv,g8-doc-authoritative-extraction-text-v1,PASS
CUMCM-2012-D-001,knowledge_card.md,derived/scale/papers/CUMCM-2012-D-001/knowledge_card.md,1589,5AD863A8B75BAA79F8675121CEFA1F2C764B2A057418FF5D2FC72B72F3CC5CFE,D93A9A6A9DE012927F8A5D4B36E1768CA3F6AFFB6952673F40FE2740D4032766,CBE28049A80C0B900CF82A0BE06492A906D56B39F27819D6F94C67C6FF349399,DBCAD2B1FE50827672E67CBCDE43BA0D80731D2A5C2ECCA9DFC21F73DF2F80EE,REUSED_COMPLETE,PAPER,1,Q0,g8_doc_effective_pdf_closure_manifest.csv,g8-doc-authoritative-extraction-text-v1,PASS
CUMCM-2012-D-D044,paper.md,derived/scale/papers/CUMCM-2012-D-D044/paper.md,54898,11009451153037C3C4898551F065335C6CF98CABC3286899C96D472811F6B9E2,999DE664600FDA9D9811FE4C50324C0C1E4BEC5A0E8BA17BC8D3B66B0D5EAB4C,918C86597756252BE5629D702EA46D4F386A406AD6B2341DC0C4B0F46B776BC4,ABCD57F96656C26589ED682E5C3F3F3B5883A05F3332E14FB3DB54E3D8B985F8,REUSED_COMPLETE,PAPER,1,Q0,g8_doc_effective_pdf_closure_manifest.csv,g8-doc-authoritative-extraction-text-v1,PASS
CUMCM-2012-D-D044,metadata.yaml,derived/scale/papers/CUMCM-2012-D-D044/metadata.yaml,826,DF5AEFDD13B50B9599CC9E53ACB9BF33C625BDB09A2FC08FFE9C5A979F13E828,999DE664600FDA9D9811FE4C50324C0C1E4BEC5A0E8BA17BC8D3B66B0D5EAB4C,918C86597756252BE5629D702EA46D4F386A406AD6B2341DC0C4B0F46B776BC4,ABCD57F96656C26589ED682E5C3F3F3B5883A05F3332E14FB3DB54E3D8B985F8,REUSED_COMPLETE,PAPER,1,Q0,g8_doc_effective_pdf_closure_manifest.csv,g8-doc-authoritative-extraction-text-v1,PASS
CUMCM-2012-D-D044,knowledge_card.md,derived/scale/papers/CUMCM-2012-D-D044/knowledge_card.md,1596,7DE0C6CE1A43B8BE01C259045867402A13CB1C606F7410EC5E3FD0EF78DB1B8F,999DE664600FDA9D9811FE4C50324C0C1E4BEC5A0E8BA17BC8D3B66B0D5EAB4C,918C86597756252BE5629D702EA46D4F386A406AD6B2341DC0C4B0F46B776BC4,ABCD57F96656C26589ED682E5C3F3F3B5883A05F3332E14FB3DB54E3D8B985F8,REUSED_COMPLETE,PAPER,1,Q0,g8_doc_effective_pdf_closure_manifest.csv,g8-doc-authoritative-extraction-text-v1,PASS
CUMCM-2013-D-001,paper.md,derived/scale/papers/CUMCM-2013-D-001/paper.md,129636,B75536F82A6F65A9E6301258D6EDE20A87B0FBADCBDF56332799C3E4A1656ACC,955CC7179247EDA8AD6EBB74CFD1233D514D9F80A809B0C2EB244BEACABAFDEA,3C560062FFD7F9F4E855926AD051346D4FC2366C0052D80159836E1A007812A4,F7E87C7B24702B2F81782A7D77D30312048F8799354229FCB591069AF2A842D1,REUSED_COMPLETE,PAPER,1,Q0,g8_doc_effective_pdf_closure_manifest.csv,g8-doc-authoritative-extraction-text-v1,PASS
CUMCM-2013-D-001,metadata.yaml,derived/scale/papers/CUMCM-2013-D-001/metadata.yaml,861,69A43D19F3CC929A3991E8877B83BFAC321287FA106D7ACD9896EF22CC21719E,955CC7179247EDA8AD6EBB74CFD1233D514D9F80A809B0C2EB244BEACABAFDEA,3C560062FFD7F9F4E855926AD051346D4FC2366C0052D80159836E1A007812A4,F7E87C7B24702B2F81782A7D77D30312048F8799354229FCB591069AF2A842D1,REUSED_COMPLETE,PAPER,1,Q0,g8_doc_effective_pdf_closure_manifest.csv,g8-doc-authoritative-extraction-text-v1,PASS
CUMCM-2013-D-001,knowledge_card.md,derived/scale/papers/CUMCM-2013-D-001/knowledge_card.md,1685,97E9D0076F83514F5657016B28414569D4801FA613D4D13A243B6E5CDAF06A06,955CC7179247EDA8AD6EBB74CFD1233D514D9F80A809B0C2EB244BEACABAFDEA,3C560062FFD7F9F4E855926AD051346D4FC2366C0052D80159836E1A007812A4,F7E87C7B24702B2F81782A7D77D30312048F8799354229FCB591069AF2A842D1,REUSED_COMPLETE,PAPER,1,Q0,g8_doc_effective_pdf_closure_manifest.csv,g8-doc-authoritative-extraction-text-v1,PASS
CUMCM-2013-D-004,paper.md,derived/scale/papers/CUMCM-2013-D-004/paper.md,76224,921CD117B7FB4911982C10DE5900CCB8828025322DBE72F0ED972F4B33612329,6BEC1C814F4638020F3DA17E90DC9EA483CAB5311CC4CA040F131629F9103ACE,ED6EF7DC8A23661F14C36F463E549079FC28CC6DDBF69205B8F346EDDF85E8C4,C7D21E6234680FB132E0C44537943799662C2C58BAACE7C14AFEF17FFD69F18A,REUSED_COMPLETE,PAPER,1,Q0,g8_doc_effective_pdf_closure_manifest.csv,g8-doc-authoritative-extraction-text-v1,PASS
CUMCM-2013-D-004,metadata.yaml,derived/scale/papers/CUMCM-2013-D-004/metadata.yaml,895,4B3DF841A6AF15992239BDEF4B43626BC4DF2F109B3D20161887474E1D9E3026,6BEC1C814F4638020F3DA17E90DC9EA483CAB5311CC4CA040F131629F9103ACE,ED6EF7DC8A23661F14C36F463E549079FC28CC6DDBF69205B8F346EDDF85E8C4,C7D21E6234680FB132E0C44537943799662C2C58BAACE7C14AFEF17FFD69F18A,REUSED_COMPLETE,PAPER,1,Q0,g8_doc_effective_pdf_closure_manifest.csv,g8-doc-authoritative-extraction-text-v1,PASS
CUMCM-2013-D-004,knowledge_card.md,derived/scale/papers/CUMCM-2013-D-004/knowledge_card.md,1585,9A231D5963AC30E8FB0F21C46BAB21D2D535FD2892E221D8F6C18743A5E6F668,6BEC1C814F4638020F3DA17E90DC9EA483CAB5311CC4CA040F131629F9103ACE,ED6EF7DC8A23661F14C36F463E549079FC28CC6DDBF69205B8F346EDDF85E8C4,C7D21E6234680FB132E0C44537943799662C2C58BAACE7C14AFEF17FFD69F18A,REUSED_COMPLETE,PAPER,1,Q0,g8_doc_effective_pdf_closure_manifest.csv,g8-doc-authoritative-extraction-text-v1,PASS
