diagnostic_attempt_id,paper_id,page_number,primary_page_class,repair_overlay,authoritative_text_extractor,pdf_text_chars,pdf_inspector_quality_status,poppler_quality_status,ocr_required,ocr_target_pages,render_width,render_height,render_pixel_count,render_sha256
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,62,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[62],1191,1684,2005644,9DF3F2C4C1D83B55A321567FEBAAB4584A0F1D753BBFDF036B2559C45F3683DD
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,63,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[63],1191,1684,2005644,E3694B05E5028E8BF498A5F04354E7DF8A162CB1E0F87A849A1B2F1A4C28D8AE
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,64,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[64],1191,1684,2005644,A3D1593048A4CE4E3B5419AFD379556DC5CFDA2995351285DC86CB2CF32512C1
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,65,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[65],1191,1684,2005644,0ECB7C3010A6E1D8F301573E21770C48DF921ADD7E65CF9EDA7CFDFB4AB05E57
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,66,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[66],1191,1684,2005644,F535E08308DE4719254DACA1002D55DAE81FCB5FF2EBC90837CF2FFF30114A4E
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,67,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[67],1191,1684,2005644,7F746FC364855B358A0ECB83067F57AB21991C44285CF733D0537F23D7ED3DE6
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,68,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[68],1191,1684,2005644,3367C2CF0BA8B50619940B8F6F5FB6AA593E0665B4107652710A90A6E379422F
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,69,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[69],1191,1684,2005644,7EF429E7E0A12D17918644CBF8539816EBFAC80B01A671B93B8352F1A3776753
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,70,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[70],1191,1684,2005644,3C487723F1040DBBD26C35E29F9D060ABB1D611A585DF5DB004C044CD9A815CD
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,71,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[71],1191,1684,2005644,EBA33C899D84C4EDF6DF972432CFF3DCAD20EF2A20A6EE64F6437D9A97AAD4CC
