paper_id,effective_pdf_sha256,logical_page_number,page_class,pdf_inspector_text_chars,poppler_text_chars,text_chars,text_sha256,evidence_source
CUMCM-2011-D-001,BB9DE03E3E434AF41B4DC6AF850D179D29B35FB78FDAE5BBA93A302EE0A9C1E6,6,TEXT_PAGE,911,933,911,9CD406A5EC229666B9C112EB5DAC3D9310A9B105FC8FDFC35E797D25D4743776,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-001,BB9DE03E3E434AF41B4DC6AF850D179D29B35FB78FDAE5BBA93A302EE0A9C1E6,7,TEXT_PAGE,835,848,835,EE600987DF2A34B15A37B62371B3BE69F69E0E0C7D7F47F3A7EDED2AF8DBF165,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-001,BB9DE03E3E434AF41B4DC6AF850D179D29B35FB78FDAE5BBA93A302EE0A9C1E6,8,TEXT_PAGE,762,753,762,B25D1492589A000945F48E733EBD957AB02741E35B8636E3EBA9E31A72337A5E,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-001,BB9DE03E3E434AF41B4DC6AF850D179D29B35FB78FDAE5BBA93A302EE0A9C1E6,9,TEXT_PAGE,1215,1209,1215,8898BFFDA40ED21F285AB1ED5852FEC1E7F011E68C77CAAD7DEC1CC5F84C8E58,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-001,BB9DE03E3E434AF41B4DC6AF850D179D29B35FB78FDAE5BBA93A302EE0A9C1E6,10,TEXT_PAGE,895,941,895,0A8A1937664E536161B446C856AE4BC7C1243037005A4BE1904560F6B355CF1D,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-001,BB9DE03E3E434AF41B4DC6AF850D179D29B35FB78FDAE5BBA93A302EE0A9C1E6,11,TEXT_PAGE,712,776,712,F9D58012968D2748E554093B429BD51E408A1C45CD78D386F46D3C98B7566683,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-001,BB9DE03E3E434AF41B4DC6AF850D179D29B35FB78FDAE5BBA93A302EE0A9C1E6,12,TEXT_PAGE,916,946,916,5DB70C2409757BEFBFAE85080DA8690F8D51186DB2285D9900C07992B8F08E4E,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-001,BB9DE03E3E434AF41B4DC6AF850D179D29B35FB78FDAE5BBA93A302EE0A9C1E6,13,TEXT_PAGE,1257,1246,1257,745AEEF1259BC3BA401915A9F879040AF8003396C1509F744CF79FB087E9F5AE,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-001,BB9DE03E3E434AF41B4DC6AF850D179D29B35FB78FDAE5BBA93A302EE0A9C1E6,14,TEXT_PAGE,990,979,990,224A025DD71F623431A9E4B9493F099ADD175A31FD6E84A2B8EA4C6FEF101D30,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-001,BB9DE03E3E434AF41B4DC6AF850D179D29B35FB78FDAE5BBA93A302EE0A9C1E6,15,TEXT_PAGE,706,710,706,5D514B8660D8A9BEB8946BC1A125CFDEAC0C30C997E6974A93E26C0E66E4AE8B,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-001,BB9DE03E3E434AF41B4DC6AF850D179D29B35FB78FDAE5BBA93A302EE0A9C1E6,16,TEXT_PAGE,910,992,910,B7456325726496DDCF7F9EA2C96C8BAE6066D1251E97A5449890565F08C3EE89,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-001,BB9DE03E3E434AF41B4DC6AF850D179D29B35FB78FDAE5BBA93A302EE0A9C1E6,17,TEXT_PAGE,894,897,894,7F028C01D6AF0AB07FE86AD76ACAF112A0B830A92A75A51F60CDBCE08346612A,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-001,BB9DE03E3E434AF41B4DC6AF850D179D29B35FB78FDAE5BBA93A302EE0A9C1E6,18,TEXT_PAGE,1031,1015,1031,9D291EFFFA85CB5D6742342459F6E3402680484FB59D2A12EDDB661249B67457,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-001,BB9DE03E3E434AF41B4DC6AF850D179D29B35FB78FDAE5BBA93A302EE0A9C1E6,19,TEXT_PAGE,1138,1124,1138,0D33C1B527B98EAD67C06BCBEE92CF940B4C9DC364DA63941E6C7A300B6B3FA8,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-001,BB9DE03E3E434AF41B4DC6AF850D179D29B35FB78FDAE5BBA93A302EE0A9C1E6,20,TEXT_PAGE,628,612,628,F96CF4C9E0E4E356796D7A85FEA488BCFCD3CD53EE44311A98C8E97E2DE052B9,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-001,BB9DE03E3E434AF41B4DC6AF850D179D29B35FB78FDAE5BBA93A302EE0A9C1E6,21,TEXT_PAGE,708,692,708,F6E2C1AC7160D9D54D9E6E610A2BA49D7241DC5564DF863E1778AABF7B8D47E1,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-001,BB9DE03E3E434AF41B4DC6AF850D179D29B35FB78FDAE5BBA93A302EE0A9C1E6,22,TEXT_PAGE,439,423,439,A09F2C34658EB11EB16A91D19D6A50AFA6577A539F44C54CC28E4086BA756F4C,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,1,TEXT_PAGE,74,58,74,5B4944160C5D1DDFBD16B03F11BC7DA886539D002EFAB14977C213719AF9D474,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,2,TEXT_PAGE,463,447,463,50DBF75C1AFCAC5605BDD158719D37811EFEAC67E62F547007847DA67115438F,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,3,TEXT_PAGE,148,132,148,11EF244A435C2431C78618279159163849A6C612CB3324999AD22DC8A8390A0A,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,4,TEXT_PAGE,864,848,864,DA0CDB37BCE7154CF2B65A3904CA4B6B116184A948CD186D40B9CE084F475879,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,5,TEXT_PAGE,754,720,754,5C37033D5ADD5193F89BDA6D8B2B166310A33D383B2F84F5408479B9E04A981E,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,6,TEXT_PAGE,640,632,640,97567C2D77AF1D6367EC81D6BE8FB1B0000A1E96219720E52F20FEE6F6E30B8C,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,7,TEXT_PAGE,1245,1104,1245,7D365906AE30446A0F4A515755513EAE213E35CCDBBFDAD290E878521C806AFD,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,8,TEXT_PAGE,1023,845,1023,35AEBEE2448F136F47123BCC6712DC10AC50AAE43AC48C91FA009A5174202D21,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,9,TEXT_PAGE,983,969,983,B80BB982AFDA183E68FBEC307BCB2F1C0B597DAB473EF7AF70DAA9057D6FD98D,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,10,TEXT_PAGE,1763,1747,1763,EAFB0F2845D1C579F8A49927F8C57653701B0DD58D089A864B2E14A8F48749F2,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,11,TEXT_PAGE,1589,1574,1589,5D3678507D613643057B656DC3032BB64F5985354D6FCF496B7DB21C2B6573D5,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,12,TEXT_PAGE,649,633,649,D76492188AB6065D5C3DA22F74DAF2E5B6A79C61B97DF3CF6523AD4E14BBA5A8,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,13,TEXT_PAGE,1293,1275,1293,461C5C65D2EA9265CFF15CC508088DBA00CF7E3523982F5528E51FE5B80E823D,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,14,TEXT_PAGE,786,770,786,88C1398011C6DACE11BC1B9DB704A415C68A4323977A9F0B1B55CC82FC155ED3,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,15,TEXT_PAGE,957,943,957,E3AA75F5B08A3AC0C55DA1795654C1105C9086BECC16B094D6545A78238729C3,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,16,TEXT_PAGE,1380,1364,1380,03737A847F3220799321C34F4411B0C7036BF731BD159A35856A13864B0E9970,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,17,TEXT_PAGE,958,947,958,E097DA811BD942501ABC5FF3EE81EEF74C540D1231715BD0816B56273355B0C1,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,18,TEXT_PAGE,1167,1151,1167,82984579926471858877EBDE8948F3DAAF3E18B141494927E3BC292A939D6699,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,19,TEXT_PAGE,1003,987,1003,11CD2A729FD13D56CDEDA9D1357666B7F9D3762714AAF783DD6472CC318475A1,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-007,3A5513BF9594D27236C3F5B5C250C146382D3656B464D995AD071766017470D0,20,TEXT_PAGE,522,506,522,793F6DCD33F691D86FF106B7D7D9305D6F72091FE724B205E2A0E6C950EFD8CF,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,1,TEXT_PAGE,469,451,469,0DCEC5BE8391D642010865AD545A164296B751C1BC7FD333E6F502E25D9575FF,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,2,TEXT_PAGE,154,137,154,851E5EC39D93AB7EBCA40AE68BE253C97E3A86AE94D324CE99AA923FAFCF1D64,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,3,TEXT_PAGE,1060,1048,1060,183F169D33F2A6712B9A88F6CEB43310C30A2AFB67936D5C9D7D1D9DEF33198C,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,4,TEXT_PAGE,1230,1211,1230,D5C9BA4350AF9BE3B3CC7B27A16580187C0A1449329F7A55E031BA7CA7193196,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,5,TEXT_PAGE,649,631,649,78584D95232AF71CF1BB528EB74A4FB9BFE0A5867E1019C4FD778DFA9E78FF7A,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,6,TEXT_PAGE,733,734,733,0BFEA3696D82E3E9878B6A4FF1B43327E6EB5481385E6533A9B1DC8EF01E5EBF,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,7,TEXT_PAGE,690,675,690,D5C9ED2DF6165D037E063461555AE271030B367BDAE8C31D2A30910F0722CBF5,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,8,TEXT_PAGE,884,898,884,D71EAB572892A5913C8EAF4B42B15BD53C67D1A532639A271EB40A7AD496F16A,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,9,TEXT_PAGE,642,630,642,C837A605A0D42ACEA6BADF4D11D790323196F534A097B6478A0AC87EF61B1899,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,10,TEXT_PAGE,796,831,796,23C37B21D961CBDD11A86AF180EFDF39F47E9D990D686E34B71B73B63A78C9AD,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,11,TEXT_PAGE,724,732,724,0F8C8F2D9890BC7FAC8A1B688C5F81F8E8DB31EACEB03EAC8DCF9C18A2DD2838,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,12,TEXT_PAGE,705,705,705,FBB153AB6C8EED7500A5504A12998F0B95F6D30FC6B87DA50475E136A15E3565,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,13,TEXT_PAGE,750,768,750,DE8E0B6E65628E2CBE5A8108BF1C20343C45A9CB05DD178B0C18D0B7A4041C6A,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,14,TEXT_PAGE,733,772,733,EBBDAFA6DED6BB50A4D4041727C197B686D454A997FF6C335BA2934EE3E6BB9B,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,15,TEXT_PAGE,680,684,680,C0DDD334D4CA9F03EB4A1489B70850AFE2033511035852F3BD64B0AFFD03A580,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,16,TEXT_PAGE,748,767,748,2AA43B77E9889DF99C4CDC3186D329370A77B8EF1E78566A652F5CB504EB7E40,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,17,TEXT_PAGE,927,922,927,631D2096BE7314B21175C042467075005227CE1E94D9FA6D923E909382637319,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,18,TEXT_PAGE,321,306,321,A46203B106DA23856635879BCE37F4DF384AFE0654CE9AD5A97B2355E6E8429F,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,19,TEXT_PAGE,908,892,908,4A69E9A45C63A08961549E4DE361567FEB2E4D140DF880F44BC370C67371B93D,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,20,TEXT_PAGE,1109,1093,1109,198BAB72ADA9B55781BF90F72274F1904CEC8DCAEF587A239D4ED0381E619DFB,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,21,TEXT_PAGE,1398,1381,1398,8CDF627B37F4B57A096D18C025287F1AEA273E322E530763966DC9A5E7506CB7,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,22,TEXT_PAGE,1303,1287,1303,636358DF2D383D20A71084C2DCB68F8DD62145ECA5F0BAF5FB0707C38D2A8E70,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,23,TEXT_PAGE,1144,1128,1144,7AAC8A8919ACE134AE7C8E50F3A73638FDDE5D6397A99244AED0EB76527D7325,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,24,TEXT_PAGE,1591,1575,1591,815F9CBA876830888230C06B0506777C7B4AA49C8E996F039946FD6C5FDC5A26,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,25,TEXT_PAGE,1309,1294,1309,0D382923C5D9E02FCB9BF698ADC693EBCB5424B6C6B2CC1632DCAFBAB10B0CEA,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,26,TEXT_PAGE,1228,1214,1228,BDBB6E98ADD5BC10ADD6237176BE7E68C4C6D18D2EFC4A1E16C22EA3C2CE605B,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,27,TEXT_PAGE,1899,1888,1899,E606D71AB0C4EB6F9465648060C48A1BA641BA1A29E52D21586EA6ED853F663D,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,28,TEXT_PAGE,2354,2338,2354,D6B7A16A4D5E5CA26526D6B291CB6C83EE8212D00509C9C1FC63AD9E40614F55,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,29,TEXT_PAGE,1946,1930,1946,4DE64301AE40B279769A87E87BEA7FF9671B501B1753FB49744DC2467E426417,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,30,TEXT_PAGE,1232,1216,1232,D0BB2A1F82A177397CF7E09A583107FBA12AA43D30031091BF6E7A4F38244251,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2011-D-013,E0D00DE3E92B4ED095EDABBB3CF10E359C825D4C37932ACC77A353A379838CF1,31,TEXT_PAGE,667,653,667,68C8AFE8B660238955264B180CABD292AA079E9E5CE116CE21497B996AE43F77,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,1,TEXT_PAGE,426,425,426,64AAFCDA8F14479CE9552EBEC44E94351DE4B498B6905A5D970EA9960D6BEE53,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,2,TEXT_PAGE,132,132,132,1E24A3A045FD6DF32A8CF9EB67A4AE7282C73BF0CF1C79E85C012904C05D68AB,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,3,TEXT_PAGE,1219,1224,1219,65320AC14568AD30AD1106BCE75513F516D5A0096CC6A308458A5AA215205337,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,4,TEXT_PAGE,401,400,401,F5877E4E59E48D2C3C86C901246881346171C4BA27695E697D7C7EFA0B57BFB6,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,5,TEXT_PAGE,805,737,805,882CF51A34A457FD86E88CECC3473B8CEEF66A4DD8C4D5E31E9E34ADAA11E8C5,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,6,TEXT_PAGE,1345,1346,1345,6C70857E5E72F42EF0BE6E9EA8E04E1F83A305E030E3CBFE63689F8DEAD00D29,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,7,TEXT_PAGE,323,331,323,961E1B5EA7BE3809B5E2507BC3681891CAAEA900D0C9152FCB7963B5A97DC68E,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,8,TEXT_PAGE,678,706,678,6C4AE35AA93BD4A1049D8A333D1B7FD1003F008C07AE3A617BF45CE1D2318919,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,9,TEXT_PAGE,798,824,798,E4B132EDFAD12A3AEF2DB2B425B12CF4241E36B48FFCFFC2A4ED42E36B13B145,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,10,TEXT_PAGE,802,766,802,3BCD654C7EE400A541686608C201DE4E4E20613CEB3241BEA03BDCFCCD3FFBA8,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,11,TEXT_PAGE,1119,1109,1119,BB06B5523DBB6CB99EA00201A1DB44006B7CB2D64ABB558A72961762491766E9,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,12,TEXT_PAGE,971,989,971,AB166A6602A6726CAA10653CBDBAED133A6BAC5B4C0390A0CFA844E60D923F29,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,13,TEXT_PAGE,888,909,888,69EBC823930C2E58C133D60CA098A02AA8FC35AB03D649127D655A05CEC45DA8,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,14,TEXT_PAGE,712,755,712,11DD297B8D308504496E9FF72F4A11841FAD5D720A9D9FD0F06DA41144D9475A,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,15,TEXT_PAGE,1019,1041,1019,944538AE113177534A647E66D51C2ED9554E8018F1E8DEC9DED2C5CFF28C4070,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,16,TEXT_PAGE,601,583,601,C0A8074E399C0A575FDEDD00C5F7FC64662D7B223453E2872FFD26923BBEB606,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,17,TEXT_PAGE,1230,1224,1230,03643481939143809344ADD528157F100EAB63AF1F52080CA5A6F5BC731AF933,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,18,TEXT_PAGE,653,690,653,B344708F6BA14C32EF07D05D3E93DF7E9EE60BA73F783A0744808F5A55F0DECA,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,19,TEXT_PAGE,636,692,636,891E53B195C5C3277733888770A4EF96C24411F0B588C19BCF4CF946DC418B7B,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,20,TEXT_PAGE,1475,1576,1475,70B7AAA949954C7087179CF95D52E76DDA0C3C27B6664F4CD5F78F7A1BE3ECC8,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,21,TEXT_PAGE,1304,1312,1304,C5010AD97109951A06E3790B8668BE4164FB840180E973FF88051ADF468D77E7,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,22,TEXT_PAGE,644,657,644,87997B92C1BAD917D67F806766C52014524F90F3BEDAF383518007AB11F005D7,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,23,TEXT_PAGE,831,879,831,06A28F2F28EA5459E14BE575A58A7D214A58FA5F8B7389FA8A904E8CBD726534,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,24,TEXT_PAGE,892,812,892,262E2990160257ABCEBEE851CB62F0DE429E92BB1334D67C690C3E3E26583166,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
