rereview_unit_id,paper_id,original_review_unit_id,source_page,original_source_png_path,original_source_png_sha256,original_source_png_size,current_packet_dir,destination_png_path,destination_png_sha256,destination_png_size,repair_page_binding,repair_page_evidence_path,repair_page_evidence_sha256,repaired_formal_excerpt_path,shared_source_image_binding,shared_source_image_reason,binding_status,copy_sha_match
CUMCM-1998-A-007::G11-MANUAL-SAMPLE-27-PAGE-C,CUMCM-1998-A-007,G11-MANUAL-SAMPLE-27-PAGE-C,5,reports/scale/g11_manual_sample_review/27_CUMCM-1998-A-007/page_C.png,E8524EFE7B2A150C55C7508183931EA4DF6CB9349C50A2CCFE322C2E15D8D25D,213252,reports/scale/g11_post_repair_human_rereview/08_CUMCM-1998-A-007,reports/scale/g11_post_repair_human_rereview/08_CUMCM-1998-A-007/source_images/source_unit_03_p5.png,E8524EFE7B2A150C55C7508183931EA4DF6CB9349C50A2CCFE322C2E15D8D25D,213252,catalog/scale/g11_multi_route_formal_repair_pages.csv|paper_id=CUMCM-1998-A-007|source_page=5|postrepair_pass=1,catalog/scale/g11_residual_pdftotext_calibration/positive/CUMCM-1998-A-007/source_page_5.txt,5342A67DA416B8C183F0F8A78F7D4A09BF106492644AAB61C987648BD22B2EBA,reports/scale/g11_post_repair_human_rereview/08_CUMCM-1998-A-007/current_formal_p5.md,0,,PASS,1
CUMCM-2000-A-005::G11-MANUAL-SAMPLE-28-PAGE-A,CUMCM-2000-A-005,G11-MANUAL-SAMPLE-28-PAGE-A,1,reports/scale/g11_manual_sample_review/28_CUMCM-2000-A-005/page_A.png,BD98D774FD9BDCB3A09EB517F9DDD90961830340E0A494081ED6BC0479FBD3DB,598947,reports/scale/g11_post_repair_human_rereview/09_CUMCM-2000-A-005,reports/scale/g11_post_repair_human_rereview/09_CUMCM-2000-A-005/source_images/source_unit_01_p1.png,BD98D774FD9BDCB3A09EB517F9DDD90961830340E0A494081ED6BC0479FBD3DB,598947,catalog/scale/g11_multi_route_formal_repair_pages.csv|paper_id=CUMCM-2000-A-005|source_page=1|postrepair_pass=1,catalog/scale/g11_residual_pdftotext_calibration/positive/CUMCM-2000-A-005/source_page_1.txt,F5C3AF4906CB9BDEFE7D0F9AF5951857B7F27BCFA526D63B513C87E24F5098A8,reports/scale/g11_post_repair_human_rereview/09_CUMCM-2000-A-005/current_formal_p1.md,0,,PASS,1
CUMCM-2000-A-005::G11-MANUAL-SAMPLE-28-PAGE-B,CUMCM-2000-A-005,G11-MANUAL-SAMPLE-28-PAGE-B,5,reports/scale/g11_manual_sample_review/28_CUMCM-2000-A-005/page_B.png,6FA8E1EF7ED63FEFA86AF2B54BE681E92E88164E49DE72C4D9A796EB9E1262EA,346417,reports/scale/g11_post_repair_human_rereview/09_CUMCM-2000-A-005,reports/scale/g11_post_repair_human_rereview/09_CUMCM-2000-A-005/source_images/source_unit_02_p5.png,6FA8E1EF7ED63FEFA86AF2B54BE681E92E88164E49DE72C4D9A796EB9E1262EA,346417,catalog/scale/g11_multi_route_formal_repair_pages.csv|paper_id=CUMCM-2000-A-005|source_page=5|postrepair_pass=1,catalog/scale/g11_residual_pdftotext_calibration/positive/CUMCM-2000-A-005/source_page_5.txt,DD6097D71B2FC22478119F89B40FBA0CA059A33216F7C2FBF2BA9D3203A0A5B9,reports/scale/g11_post_repair_human_rereview/09_CUMCM-2000-A-005/current_formal_p5.md,0,,PASS,1
CUMCM-2000-A-005::G11-MANUAL-SAMPLE-28-PAGE-C,CUMCM-2000-A-005,G11-MANUAL-SAMPLE-28-PAGE-C,9,reports/scale/g11_manual_sample_review/28_CUMCM-2000-A-005/page_C.png,3E17E4A553886F207ADE98726F9857B31E075F34387228AB97E8757D89FE1A9F,616371,reports/scale/g11_post_repair_human_rereview/09_CUMCM-2000-A-005,reports/scale/g11_post_repair_human_rereview/09_CUMCM-2000-A-005/source_images/source_unit_03_p9.png,3E17E4A553886F207ADE98726F9857B31E075F34387228AB97E8757D89FE1A9F,616371,catalog/scale/g11_multi_route_formal_repair_pages.csv|paper_id=CUMCM-2000-A-005|source_page=9|postrepair_pass=1,catalog/scale/g11_residual_pdftotext_calibration/positive/CUMCM-2000-A-005/source_page_9.txt,9524D14573546BDECAFB0CAE278F07AAC25A87DD192A817301F264608EE160E2,reports/scale/g11_post_repair_human_rereview/09_CUMCM-2000-A-005/current_formal_p9.md,0,,PASS,1
CUMCM-2001-A-001::G11-MANUAL-SAMPLE-29-PAGE-A,CUMCM-2001-A-001,G11-MANUAL-SAMPLE-29-PAGE-A,1,reports/scale/g11_manual_sample_review/29_CUMCM-2001-A-001/page_A.png,3BE2F4B20C8C632EEDA6472DAC7FDFE610FDE1AAD704F5C434AF09DE527D0326,182849,reports/scale/g11_post_repair_human_rereview/10_CUMCM-2001-A-001,reports/scale/g11_post_repair_human_rereview/10_CUMCM-2001-A-001/source_images/source_unit_01_p1.png,3BE2F4B20C8C632EEDA6472DAC7FDFE610FDE1AAD704F5C434AF09DE527D0326,182849,catalog/scale/g11_multi_route_formal_repair_pages.csv|paper_id=CUMCM-2001-A-001|source_page=1|postrepair_pass=1,catalog/scale/g11_residual_pdftotext_calibration/positive/CUMCM-2001-A-001/source_page_1.txt,047F59E90D82C40574C3AB47A00D6456C288977A4C54CB104B4D437F1EA3D637,reports/scale/g11_post_repair_human_rereview/10_CUMCM-2001-A-001/current_formal_p1.md,0,,PASS,1
CUMCM-2001-A-001::G11-MANUAL-SAMPLE-29-PAGE-B,CUMCM-2001-A-001,G11-MANUAL-SAMPLE-29-PAGE-B,3,reports/scale/g11_manual_sample_review/29_CUMCM-2001-A-001/page_B.png,9AE5ABD995FAB0BB2034408CC015405CDCBEAAD93E59B5B140DD25AAB2DD83B3,206005,reports/scale/g11_post_repair_human_rereview/10_CUMCM-2001-A-001,reports/scale/g11_post_repair_human_rereview/10_CUMCM-2001-A-001/source_images/source_unit_02_p3.png,9AE5ABD995FAB0BB2034408CC015405CDCBEAAD93E59B5B140DD25AAB2DD83B3,206005,catalog/scale/g11_multi_route_formal_repair_pages.csv|paper_id=CUMCM-2001-A-001|source_page=3|postrepair_pass=1,catalog/scale/g11_residual_pdftotext_calibration/positive/CUMCM-2001-A-001/source_page_3.txt,262BC63188CC25285EF2CF12D3DD3F4BA8D93AA53BCB106B14F1D69DB4038155,reports/scale/g11_post_repair_human_rereview/10_CUMCM-2001-A-001/current_formal_p3.md,0,,PASS,1
CUMCM-2001-A-001::G11-MANUAL-SAMPLE-29-PAGE-C,CUMCM-2001-A-001,G11-MANUAL-SAMPLE-29-PAGE-C,6,reports/scale/g11_manual_sample_review/29_CUMCM-2001-A-001/page_C.png,A642B5C4E24F7C54AFF16765AF6048852F7BE8CBB835F05C65DA0712C473CD61,160602,reports/scale/g11_post_repair_human_rereview/10_CUMCM-2001-A-001,reports/scale/g11_post_repair_human_rereview/10_CUMCM-2001-A-001/source_images/source_unit_03_p6.png,A642B5C4E24F7C54AFF16765AF6048852F7BE8CBB835F05C65DA0712C473CD61,160602,catalog/scale/g11_multi_route_formal_repair_pages.csv|paper_id=CUMCM-2001-A-001|source_page=6|postrepair_pass=1,catalog/scale/g11_residual_pdftotext_calibration/positive/CUMCM-2001-A-001/source_page_6.txt,6A9B44F45C15C8258D984EECBE6B760E343EF5F349A5EFFDD9930843BDD01F86,reports/scale/g11_post_repair_human_rereview/10_CUMCM-2001-A-001/current_formal_p6.md,0,,PASS,1
CUMCM-2002-B-005::G11-MANUAL-SAMPLE-30-PAGE-A,CUMCM-2002-B-005,G11-MANUAL-SAMPLE-30-PAGE-A,1,reports/scale/g11_manual_sample_review/30_CUMCM-2002-B-005/page_A.png,4C4CAC4018E68A7B84E3769A3F6039ACCB5CAD90C46CEA8F37761F58A7B79D39,297012,reports/scale/g11_post_repair_human_rereview/11_CUMCM-2002-B-005,reports/scale/g11_post_repair_human_rereview/11_CUMCM-2002-B-005/source_images/source_unit_01_p1.png,4C4CAC4018E68A7B84E3769A3F6039ACCB5CAD90C46CEA8F37761F58A7B79D39,297012,catalog/scale/g11_multi_route_formal_repair_pages.csv|paper_id=CUMCM-2002-B-005|source_page=1|postrepair_pass=1,catalog/scale/g11_residual_pdftotext_calibration/positive/CUMCM-2002-B-005/source_page_1.txt,8CFFDE1E18158FC6534AFB6EDC9F6B248E147070D2987D48839451A0ACE7BE24,reports/scale/g11_post_repair_human_rereview/11_CUMCM-2002-B-005/current_formal_p1.md,0,,PASS,1
CUMCM-2002-B-005::G11-MANUAL-SAMPLE-30-PAGE-B,CUMCM-2002-B-005,G11-MANUAL-SAMPLE-30-PAGE-B,4,reports/scale/g11_manual_sample_review/30_CUMCM-2002-B-005/page_B.png,3BBEF1A1A4FA0E5B16E2E065C7B6F6C18AE9726C9BCA517771D2568D64195D17,303759,reports/scale/g11_post_repair_human_rereview/11_CUMCM-2002-B-005,reports/scale/g11_post_repair_human_rereview/11_CUMCM-2002-B-005/source_images/source_unit_02_p4.png,3BBEF1A1A4FA0E5B16E2E065C7B6F6C18AE9726C9BCA517771D2568D64195D17,303759,catalog/scale/g11_multi_route_formal_repair_pages.csv|paper_id=CUMCM-2002-B-005|source_page=4|postrepair_pass=1,catalog/scale/g11_residual_pdftotext_calibration/positive/CUMCM-2002-B-005/source_page_4.txt,D5E6B1D6855D743D7F0F65DE4192052782A5C5CC6446A4065178EEAA3E799988,reports/scale/g11_post_repair_human_rereview/11_CUMCM-2002-B-005/current_formal_p4.md,0,,PASS,1
CUMCM-2002-B-005::G11-MANUAL-SAMPLE-30-PAGE-C,CUMCM-2002-B-005,G11-MANUAL-SAMPLE-30-PAGE-C,7,reports/scale/g11_manual_sample_review/30_CUMCM-2002-B-005/page_C.png,BA5D3352482A3776C0739C21CEE7B4A1DC7EBBC9CFD1C8FDD4246B0EB9FD16F7,327983,reports/scale/g11_post_repair_human_rereview/11_CUMCM-2002-B-005,reports/scale/g11_post_repair_human_rereview/11_CUMCM-2002-B-005/source_images/source_unit_03_p7.png,BA5D3352482A3776C0739C21CEE7B4A1DC7EBBC9CFD1C8FDD4246B0EB9FD16F7,327983,catalog/scale/g11_multi_route_formal_repair_pages.csv|paper_id=CUMCM-2002-B-005|source_page=7|postrepair_pass=1,catalog/scale/g11_residual_pdftotext_calibration/positive/CUMCM-2002-B-005/source_page_7.txt,C3575E2D7E3F2569A335DA9750A555717BDAA2EE4CC64F4519494FD1ED03B758,reports/scale/g11_post_repair_human_rereview/11_CUMCM-2002-B-005/current_formal_p7.md,0,,PASS,1
