scope,component,metric,eligible_papers,observed_papers,dominant_value,dominant_count,dominant_ratio,second_value,second_count,exceptions,count,min,q1,median,q3,max,mean,standard_deviation,confidence,source_type,notes
paper,heading_2,line_spacing_pt,412,41,,,,,,,41,11.925,15.6,23.4,32.22,56.66,26.518,12.192,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,heading_2,line_spacing_multiple,412,41,,,,,,,41,1.15,1.5,1.95,3.069,5.621,2.383,1.111,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,heading_2,first_line_indent_mm,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,heading_2,paragraph_spacing_after_pt,412,41,,,,,,,41,0.0,0.0,0.0,34.5,48.3,14.696,20.271,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,heading_3,font_size_pt,412,98,,,,,,,98,7.6,12.0,12.0,12.0,14.1,11.916,0.772,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,heading_3,line_spacing_pt,412,13,,,,,,,13,12.66,15.84,46.799,46.8,46.82,33.447,15.403,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,heading_3,line_spacing_multiple,412,13,,,,,,,13,1.147,1.486,3.884,3.9,3.941,2.811,1.257,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,heading_3,first_line_indent_mm,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,heading_3,paragraph_spacing_after_pt,412,13,,,,,,,13,0.0,0.0,0.0,30.96,41.4,10.814,17.071,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,heading_4,font_size_pt,412,25,,,,,,,25,7.6,11.9,12.0,12.0,12.0,11.092,1.716,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,heading_4,line_spacing_pt,412,4,,,,,,,4,8.52,11.055,12.225,13.388,15.9,12.218,3.025,LOW,OBSERVED,Continuous statistic across per-paper observations.
paper,heading_4,line_spacing_multiple,412,4,,,,,,,4,1.127,1.456,1.609,1.761,2.092,1.609,0.395,LOW,OBSERVED,Continuous statistic across per-paper observations.
paper,heading_4,first_line_indent_mm,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,heading_4,paragraph_spacing_after_pt,412,4,,,,,,,4,0.0,0.0,0.0,9.588,38.35,9.588,19.175,LOW,OBSERVED,Continuous statistic across per-paper observations.
paper,body,font_size_pt,412,200,,,,,,,200,5.2,10.0,12.0,12.0,12.0,11.097,1.4,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,body,line_spacing_pt,412,200,,,,,,,200,11.1,15.6,15.837,17.62,29.52,16.878,2.823,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,body,line_spacing_multiple,412,200,,,,,,,200,1.143,1.312,1.497,1.695,2.605,1.545,0.257,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,body,first_line_indent_mm,412,202,,,,,,,202,0.72,8.455,11.197,19.536,66.71,14.653,10.032,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,body,paragraph_spacing_after_pt,412,200,,,,,,,200,0.0,30.563,31.2,32.351,53.7,31.9,5.629,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,figure_caption,font_size_pt,412,125,,,,,,,125,8.0,10.5,12.0,12.0,12.0,11.17,0.971,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,figure_caption,line_spacing_pt,412,27,,,,,,,27,10.58,18.145,23.235,33.43,59.16,26.628,11.975,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,figure_caption,line_spacing_multiple,412,27,,,,,,,27,0.97,1.548,1.95,3.048,6.573,2.453,1.274,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,figure_caption,first_line_indent_mm,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,figure_caption,paragraph_spacing_after_pt,412,27,,,,,,,27,0.0,0.0,0.0,15.6,59.793,11.499,20.52,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,table_caption,font_size_pt,412,128,,,,,,,128,9.0,10.5,12.0,12.0,12.0,11.251,0.849,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,table_caption,line_spacing_pt,412,20,,,,,,,20,15.0,15.6,23.22,47.76,57.48,30.351,16.455,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,table_caption,line_spacing_multiple,412,20,,,,,,,20,1.25,1.433,1.935,3.98,5.443,2.593,1.414,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,table_caption,first_line_indent_mm,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,table_caption,paragraph_spacing_after_pt,412,20,,,,,,,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,table_body,font_size_pt,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,table_body,line_spacing_pt,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,table_body,line_spacing_multiple,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,table_body,first_line_indent_mm,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,table_body,paragraph_spacing_after_pt,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,equation,font_size_pt,412,195,,,,,,,195,7.6,10.0,11.9,12.0,14.0,11.267,1.068,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,equation,line_spacing_pt,412,193,,,,,,,193,8.64,15.6,19.56,30.36,45.27,21.89,7.322,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,equation,line_spacing_multiple,412,193,,,,,,,193,0.865,1.486,1.921,2.577,4.482,2.014,0.636,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,equation,first_line_indent_mm,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,equation,paragraph_spacing_after_pt,412,193,,,,,,,193,0.0,31.202,37.968,46.8,59.3,37.937,11.728,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,equation_number,font_size_pt,412,104,,,,,,,104,5.7,10.0,11.9,12.0,15.9,10.921,1.772,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,equation_number,line_spacing_pt,412,74,,,,,,,74,7.875,30.706,37.257,46.685,57.619,37.063,11.809,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,equation_number,line_spacing_multiple,412,74,,,,,,,74,0.656,2.755,3.652,4.232,5.674,3.473,1.08,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,equation_number,first_line_indent_mm,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,equation_number,paragraph_spacing_after_pt,412,74,,,,,,,74,0.0,0.0,0.0,46.535,60.0,15.405,24.022,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,reference_label,font_size_pt,412,47,,,,,,,47,10.6,13.95,14.0,14.0,16.0,13.687,1.132,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,reference_label,line_spacing_pt,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,reference_label,line_spacing_multiple,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,reference_label,first_line_indent_mm,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,reference_label,paragraph_spacing_after_pt,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,reference_body,font_size_pt,412,47,,,,,,,47,6.5,10.5,12.0,12.0,12.0,11.07,1.251,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,reference_body,line_spacing_pt,412,47,,,,,,,47,9.06,15.6,15.6,16.26,39.6,16.415,4.136,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,reference_body,line_spacing_multiple,412,47,,,,,,,47,0.996,1.3,1.3,1.544,3.3,1.476,0.37,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,reference_body,first_line_indent_mm,412,47,,,,,,,47,1.101,7.408,14.817,34.649,78.401,24.619,24.415,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,reference_body,paragraph_spacing_after_pt,412,47,,,,,,,47,0.0,18.474,31.2,32.571,55.321,24.74,15.246,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,appendix_title,font_size_pt,412,76,,,,,,,76,10.4,12.0,12.0,14.0,16.0,12.983,1.383,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,appendix_title,line_spacing_pt,412,22,,,,,,,22,15.6,16.204,22.56,27.3,40.08,23.557,7.272,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,appendix_title,line_spacing_multiple,412,22,,,,,,,22,1.105,1.303,1.607,2.006,2.855,1.738,0.48,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,appendix_title,first_line_indent_mm,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,appendix_title,paragraph_spacing_after_pt,412,22,,,,,,,22,0.0,0.0,0.0,0.0,41.43,3.239,10.634,MEDIUM,OBSERVED,Continuous statistic across per-paper observations.
paper,appendix_heading,font_size_pt,412,50,,,,,,,50,10.6,14.0,14.0,14.075,16.2,13.982,1.122,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,appendix_heading,line_spacing_pt,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,appendix_heading,line_spacing_multiple,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,appendix_heading,first_line_indent_mm,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,appendix_heading,paragraph_spacing_after_pt,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,appendix_body,font_size_pt,412,76,,,,,,,76,7.9,10.5,11.6,12.0,12.0,11.114,1.083,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,appendix_body,line_spacing_pt,412,74,,,,,,,74,7.92,15.6,15.6,15.824,29.28,16.086,3.155,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,appendix_body,line_spacing_multiple,412,74,,,,,,,74,0.75,1.3,1.329,1.552,2.44,1.457,0.293,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,appendix_body,first_line_indent_mm,412,77,,,,,,,77,0.931,8.424,13.039,22.585,78.401,17.253,14.777,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,appendix_body,paragraph_spacing_after_pt,412,74,,,,,,,74,0.0,27.607,31.2,31.469,59.3,30.136,8.225,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,code,font_size_pt,412,61,,,,,,,61,8.0,10.4,12.0,12.0,12.0,11.161,1.069,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,code,line_spacing_pt,412,60,,,,,,,60,10.197,15.6,15.6,16.524,35.23,17.663,5.567,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,code,line_spacing_multiple,412,60,,,,,,,60,1.119,1.3,1.397,1.627,3.467,1.602,0.54,HIGH,OBSERVED,Continuous statistic across per-paper observations.
paper,code,first_line_indent_mm,412,0,,,,,,,,,,,,,,,UNKNOWN,OBSERVED,Continuous statistic across per-paper observations.
paper,code,paragraph_spacing_after_pt,412,60,,,,,,,60,0.0,31.2,31.2,39.248,59.3,33.469,9.823,HIGH,OBSERVED,Continuous statistic across per-paper observations.
inventory,paper,pdf_type,677,412,text_based,273,0.6626,image_based,128,text_based:273; image_based:128; mixed:11,,,,,,,,,HIGH,OBSERVED,Inventory-level statistic.
inventory,paper,orientation,677,412,PORTRAIT,412,1.0,,0,PORTRAIT:412,,,,,,,,,HIGH,OBSERVED,Inventory-level statistic.
inventory,paper,is_A4,677,412,True,225,0.5461,False,187,True:225; False:187,,,,,,,,,HIGH,OBSERVED,Inventory-level statistic.
inventory,paper,header_present,677,412,0,273,0.6626,1,139,0:273; 1:139,,,,,,,,,HIGH,OBSERVED,Inventory-level statistic.
inventory,paper,footer_present,677,412,0,246,0.5971,1,166,0:246; 1:166,,,,,,,,,HIGH,OBSERVED,Inventory-level statistic.
inventory,paper,page_number_present,677,412,0,228,0.5534,1,184,0:228; 1:184,,,,,,,,,HIGH,OBSERVED,Inventory-level statistic.
inventory,paper,abstract_present,677,412,0,271,0.6578,1,141,0:271; 1:141,,,,,,,,,HIGH,OBSERVED,Inventory-level statistic.
inventory,paper,keywords_present,677,412,0,265,0.6432,1,147,0:265; 1:147,,,,,,,,,HIGH,OBSERVED,Inventory-level statistic.
inventory,paper,reference_present,677,412,0,271,0.6578,1,141,0:271; 1:141,,,,,,,,,HIGH,OBSERVED,Inventory-level statistic.
inventory,paper,appendix_present,677,412,0,294,0.7136,1,118,0:294; 1:118,,,,,,,,,HIGH,OBSERVED,Inventory-level statistic.
inventory,paper,mixed_page_size,677,412,False,412,1.0,,0,False:412,,,,,,,,,HIGH,OBSERVED,Inventory-level statistic.
inventory,paper,eligible_for_typography_analysis,677,672,0,390,0.5804,1,282,0:390; 1:282,,,,,,,,,HIGH,OBSERVED,Inventory-level statistic.
inventory,paper,eligible_for_layout_analysis,677,672,1,412,0.6131,0,260,1:412; 0:260,,,,,,,,,HIGH,OBSERVED,Inventory-level statistic.
inventory,page,top_margin_mm,677,225,,,,,,,225,14.146,25.019,25.421,27.016,126.838,32.484,27.265,HIGH,OBSERVED,Per-paper median estimated from text bounding boxes on non-cover pages.
inventory,page,bottom_margin_mm,677,225,,,,,,,225,16.087,18.221,19.526,22.253,70.73,26.247,16.69,HIGH,OBSERVED,Per-paper median estimated from text bounding boxes on non-cover pages.
inventory,page,left_margin_mm,677,225,,,,,,,225,12.347,25.0,25.027,31.75,39.37,25.919,8.072,HIGH,OBSERVED,Per-paper median estimated from text bounding boxes on non-cover pages.
inventory,page,right_margin_mm,677,225,,,,,,,225,-66.431,-3.308,13.953,25.036,74.912,3.083,34.454,HIGH,OBSERVED,Per-paper median estimated from text bounding boxes on non-cover pages.
