group_type,group_id,file_path,sha256,size
"exact_duplicate","1","2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/附件/附件3/result1-1.xlsx","cfa9bd89ca6c3c5976470a658af577e2c0ac0da98b488fb8e0fe2fae9f44d6bc",35128
"exact_duplicate","1","2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/附件/附件3/result1-2.xlsx","cfa9bd89ca6c3c5976470a658af577e2c0ac0da98b488fb8e0fe2fae9f44d6bc",35128
"exact_duplicate","1","2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/附件/附件3/result3-1.xlsx","cfa9bd89ca6c3c5976470a658af577e2c0ac0da98b488fb8e0fe2fae9f44d6bc",35128
"exact_duplicate","1","2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/D题/附件/附件3/result3-2.xlsx","cfa9bd89ca6c3c5976470a658af577e2c0ac0da98b488fb8e0fe2fae9f44d6bc",35128
"exact_duplicate","2","2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件1/运动者1的跳远视频.mp4","1774973b2936907030051230a9a0a76fb3b1c1fd411cf20edad26bd51668f9f0",1735906
"exact_duplicate","2","2025年数学建模国赛真题+优秀论文/2025年数学建模国赛真题！/E题/附件/附件3/姿势调整后/运动者3调整后第1次的跳远视频.mp4","1774973b2936907030051230a9a0a76fb3b1c1fd411cf20edad26bd51668f9f0",1735906
"near_duplicate","3","2015年数学建模国赛真题+优秀论文/2015年优秀论文/2015A：太阳影子定位 (5).pdf","8ed079bee1eac8d7c76d3b08c45ea17648bd7a3c9564c51bfd7a749330b7fe88",1053033
"near_duplicate","3","2015年数学建模国赛真题+优秀论文/2015年优秀论文/2015A：太阳影子定位 (6).pdf","61471733a48208e30a4521befa637abb1eeb706a4f30dfa5ef6133804454ff47",1053033
