candidate_related,checkout_size,duplicate_group,encrypted,error_message,extension,file_category,file_id,filename,git_blob_size,git_object_type,git_sha,hash_scope,image_count_sample,last_processed_at,lfs_declared_size,lfs_oid,lfs_status,logical_size,mode,page_count,parse_status,pdf_status,problem_code,relative_path,sample_text_chars,sha256,text_layer_status,year
False,134,,,,.csv,dataset,file_6f5195778094491a,附件2.csv,134,blob,61cb8507bb2972f2484f64567d2f53bb15d7e285,checkout_bytes,,2026-07-21T19:58:03Z,490590626,ef16c9b810d6b010b83ee0938a6e7b9ec09ed2ae9178bde48f748bdd00e1438c,pointer_only,490590626,100644,,metadata_only,,E,2024年数学建模国赛真题+优秀论文/2024真题/E题/附件2.csv,,62e43b8a819a3dc0b8ee38dd57b49806cad8abaeeef35f381fa37a4514c96b17,,2024
