paper_id,source_file_path,source_sha256,derived_file_path,derived_sha256,source_page_count,output_page_count,ocr_engine,ocr_engine_version,ocr_languages,processed_pages,text_chars_before,text_chars_after,pages_with_text_before,pages_with_text_after,sampled_pages,sample_qa_status,qa_status,failure_reason,repair_manifest_recorded,derived_ocr_status
unknown,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A066.pdf,9C14EAB19304FE45A36E45A965FA740E2636690630ECD8528335D4E4AEC3E2D4,derived/pilot/pdf_ocr/2025/A066.readable.pdf,DE5A8EFC16F27962652645721EA0C799603DA93CEAD0ED5673B44AB8946778F4,86,86,tesseract.js,7.0.0,chi_sim+eng,86,516,79991,86,86,"[1,43,86]",PASS,PASS,,True,PASS
unknown,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,98,98,tesseract.js,7.0.0,chi_sim+eng,98,6,109132,0,98,"[1,49,98]",PASS,PASS,,True,PASS
unknown,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/B060.pdf,17C1B7E255DCBB8E8AC34C0A750E39D7DF1EE4A5ED0D0323B46388F168090330,derived/pilot/pdf_ocr/2025/B060.readable.pdf,212B9FE43F444FAD1B5B1A7F4407F074EDDCFD782ACC5A2DDED554427BC3FC32,72,72,tesseract.js,7.0.0,chi_sim+eng,72,2,78089,0,72,"[1,36,72]",PASS,PASS,,True,PASS
unknown,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,122,122,tesseract.js,7.0.0,chi_sim+eng,122,732,135822,122,122,"[1,61,122]",PASS,PASS,,True,PASS
unknown,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C132.pdf,08EC307CDC65A673E6838E2E3D00B2337DA414E7891284617E10F370E5F246B5,derived/pilot/pdf_ocr/2025/C132.readable.pdf,37752EA9FA2FCC39EDFC791BE32DC467D19999A1325D5F3438E56C990FD75CB4,65,65,tesseract.js,7.0.0,chi_sim+eng,65,2,90466,0,61,"[1,33,65]",PASS,PASS,,True,PASS
unknown,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/D037.pdf,BDBED46FF5D5841AF82FA6441C8AB3D83A62658672857E445DEADFD8DAD1F0AC,derived/pilot/pdf_ocr/2025/D037.readable.pdf,98742508B15E22BE19EC6C4F5A9371F84904B7C9D9167D1A777FCA3715FA417B,37,37,tesseract.js,7.0.0,chi_sim+eng,37,2,63557,0,37,"[1,19,37]",PASS,PASS,,True,PASS
unknown,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/E030.pdf,7270DACAB35167E998141D5D34C34D12A912B3620249A892697211F24D009E0D,derived/pilot/pdf_ocr/2025/E030.readable.pdf,3273B00F67A4A4BB0B5137807B9506A7D784AF3910231FC534ADD9CC0E75DE5B,36,36,tesseract.js,7.0.0,chi_sim+eng,36,2,55610,0,36,"[1,18,36]",PASS,PASS,,True,PASS
