paper_id,source_page,original_file_path,original_sha256,readable_file_path,readable_sha256,pdf_inspector_page_chars,poppler_page_chars,pdf_inspector_status,poppler_status,verified_blank_page,final_page_class,classification_evidence,status
CUMCM-2025-A-A196,37,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1131,1167,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=37 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,38,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1134,1156,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=38 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,39,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,974,1028,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=39 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,40,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1105,1167,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=40 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,41,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1139,1184,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=41 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,42,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,981,1014,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=42 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,43,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,928,957,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=43 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,44,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,805,828,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=44 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,45,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,889,922,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=45 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,46,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,920,941,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=46 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,47,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1144,1247,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=47 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,48,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1030,1081,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=48 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,49,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1176,1263,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=49 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,50,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1051,1116,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=50 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,51,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,831,911,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=51 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,52,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1104,1161,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=52 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,53,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1167,1229,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=53 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,54,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,898,960,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=54 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,55,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1135,1219,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=55 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,56,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1212,1280,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=56 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,57,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1203,1242,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=57 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,58,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1031,1081,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=58 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,59,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1113,1184,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=59 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,60,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,900,929,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=60 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,61,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,800,834,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=61 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,62,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1343,1356,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=62 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,63,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,887,959,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=63 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,64,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1112,1177,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=64 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,65,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1152,1199,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=65 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,66,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1012,1077,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=66 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,67,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1080,1172,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=67 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,68,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1252,1295,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=68 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,69,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1232,1251,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=69 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,70,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1262,1307,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=70 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,71,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1044,1078,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=71 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,72,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1051,1112,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=72 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,73,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,832,844,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=73 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,74,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1031,1104,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=74 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,75,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1419,1478,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=75 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,76,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,874,890,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=76 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,77,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1154,1168,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=77 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,78,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,976,1028,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=78 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,79,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,849,879,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=79 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,80,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1260,1349,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=80 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,81,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1449,1488,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=81 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,82,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,852,940,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=82 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,83,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1008,1091,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=83 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,84,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1226,1285,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=84 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,85,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1124,1157,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=85 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,86,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,852,941,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=86 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,87,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1069,1131,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=87 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,88,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,1048,1095,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=88 uses 1-based numbering.,PASS
CUMCM-2025-A-A196,89,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/A196.pdf,B5FB5FE4B2D06998BC85BB9276CF16AFC1755913D91F18C01D5209F8F13ADA92,derived/pilot/pdf_ocr/2025/A196.readable.pdf,A210D5CD5D45005F95875E843D236AD67229AB85FBF2B0D070CD5EDF8DC93F4A,934,986,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=89 uses 1-based numbering.,PASS
