paper_id,source_page,original_file_path,original_sha256,readable_file_path,readable_sha256,pdf_inspector_page_chars,poppler_page_chars,pdf_inspector_status,poppler_status,verified_blank_page,final_page_class,classification_evidence,status
CUMCM-2025-C-C023,16,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1065,1043,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=16 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,17,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1258,1203,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=17 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,18,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1322,1469,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=18 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,19,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1428,1342,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=19 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,20,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1062,1015,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=20 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,21,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,739,752,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=21 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,22,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,971,1042,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=22 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,23,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1355,1282,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=23 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,24,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1429,1406,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=24 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,25,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1085,1048,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=25 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,26,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,12,13,IMAGE_MARKER_ONLY,GARBLED,0,IMAGE_ONLY_CONTENT_PAGE,"Independent Poppler pdftoppm visual QA of the readable PDF page shows rendered non-text page content (code/listing, figure, publisher watermark or page artifact) while both text extractors are unavailable/rejected as reliable; classified as IMAGE_ONLY_CONTENT_PAGE.",PASS
CUMCM-2025-C-C023,27,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1007,1051,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=27 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,28,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,985,1195,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=28 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,29,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1047,1125,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=29 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,30,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,784,899,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=30 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,31,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1302,1440,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=31 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,32,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1132,1163,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=32 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,33,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1174,1219,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=33 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,34,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1078,1226,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=34 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,35,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1173,1365,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=35 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,36,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1233,1349,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=36 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,37,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1091,1196,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=37 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,38,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1088,1139,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=38 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,39,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,960,1096,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=39 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,40,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1093,1184,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=40 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,41,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1245,1337,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=41 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,42,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1185,1218,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=42 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,43,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1075,1171,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=43 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,44,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,975,1084,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=44 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,45,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1241,1359,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=45 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,46,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1318,1394,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=46 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,47,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1319,1385,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=47 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,48,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1254,1365,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=48 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,49,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1218,1358,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=49 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,50,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1118,1216,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=50 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,51,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1502,1608,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=51 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,52,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1181,1289,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=52 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,53,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1163,1288,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=53 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,54,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1282,1435,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=54 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,55,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1172,1331,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=55 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,56,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1110,1274,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=56 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,57,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1068,1202,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=57 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,58,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1002,1121,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=58 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,59,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,995,1104,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=59 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,60,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1168,1334,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=60 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,61,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1259,1361,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=61 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,62,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,968,1067,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=62 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,63,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,888,996,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=63 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,64,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1154,1247,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=64 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,65,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1045,1159,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=65 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,66,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1219,1282,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=66 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,67,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1320,1416,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=67 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,68,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1384,1477,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=68 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,69,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1090,1166,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=69 uses 1-based numbering.,PASS
CUMCM-2025-C-C023,70,2025年数学建模国赛真题+优秀论文/2025数学建模国赛优秀论文/C023.pdf,515FD73059B427606FFD099781A124D34BAC3306BEE87C61D47259622351EB17,derived/pilot/pdf_ocr/2025/C023.readable.pdf,FB068D6858FC822CB85CD029498335BFF9F6CB90FCCE6B85C31272CF0100C7C0,1244,1366,TEXT_PAGE,TEXT_PAGE,0,TEXT_PAGE,Poppler pdftotext returned meaningful page-scoped text; source_page=70 uses 1-based numbering.,PASS
